lemma	pos	en_word	en_definition	sentence	code	wn_definition	confidence
Anstalt	SUBST	institution	public	e Prisong ass eng geschlossen Anstalt 	ANSTALT1UNI1	an establishment consisting of a building or complex of buildings where an organization for the promotion of some cause is situated	0.21640469133853912
Anstalt	SUBST	asylum	mental hospital	an der Anstalt gëtt hien all Dag vun enger Psychologin betreit 	ANSTALT1UNI2	a hospital for mentally incompetent or unbalanced person	0.7524117231369019
Antiguanerin	SUBST	Antiguan	female	meng bescht Frëndin ass Antiguanerin 	ANTIGUANERIN1UNI1	a native or inhabitant of Antigua	0.22592397034168243
antik	ADJ	antique	old and collectable	hien huet en anticke Lüster am Gank hänken 	ANTIK1UNI1	made in or typical of earlier times and valued for its age	0.5713662505149841
antik	ADJ	ancient	very old	d'Archeologe sinn op d'Ruine vun engem anticken Theater aus der Réimerzäit gestouss 	ANTIK1UNI2	very old	1.0
Antimon	SUBST	antimony	chemical element	d'Element Antimon gehéiert zum Grupp vun den Hallefmetaller 	ANTIMON1UNI1	a metallic element having four allotropic forms; used in a wide variety of alloys; found in stibnite	0.5011563897132874
Antisemittin	SUBST	anti-Semite	female	géint dës Antisemittin leeft eng Enquête, well se soll gehollef hunn, jiddesch Griewer ze profanéieren 	ANTISEMITTIN1UNI1	someone who hates and would persecute Jews	0.19325515627861023
anzeechnen	VRB	to signal	with road marking	laanscht d'Gebai sinn e puer Parkplazen agezeechent 	ANZEECHNEN1UNI2	communicate silently and non-verbally by signals or signs	0.1909864991903305
anzéien	VRB	to enlist	in the armed services	mat 18 Joer gouf mäi Brudder an d'Arméi agezunn 	ANZEIEN2UNI3	join the military	0.47711658477783203
anzéien	VRB	to collect	taxes	duerch eng nei Steier konnt de Staat siwe Milliounen Euro anzéien 	ANZEIEN2UNI4	call for and obtain payment of	0.2538149058818817
anzéien	VRB	to penetrate	to be absorbed	déi Crème zitt séier an 	ANZEIEN2UNI6	become clear or enter one's consciousness or emotions	0.4688768684864044
anzwousch	ADV	somewhere	in some place	d'Schlëssele mussen dach anzwousch sinn! 	ANZWOUSCH1UNI1	in or at or to some place; ; (`someplace' is used informally for `somewhere')	0.5223649740219116
anzwuersch	ADV	somewhere	to some place	ech hu Loscht, den Owend anzwuersch iessen ze goen 	ANZWUERSCH1UNI1	in or at or to some place; ; (`someplace' is used informally for `somewhere')	0.5662409067153931
apaken	VRB	to wrap	to package	ech loosse mer d'Vas als Kaddo apaken 	APAKEN1UNI1	enclose or enfold completely with or as if with a covering	0.3024245798587799
aparken	VRB	to park	a vehicle	hei kréien ech den Auto net uerdentlech ageparkt 	APARKEN1UNI1	maneuver a vehicle into a parking space	0.3829614520072937
apassen	VRB	to fit	to make the right size, to position	de Schräiner passt e Briet an de Schaf an 	APASSEN1UNI1	be the right size or shape; fit correctly or as desired	0.6678261756896973
Apdiktesch	SUBST	chemist	female	ech war mer bei d'Apdiktesch Medikamenter géint meng Allergie sichen 	APDIKTESCH1UNI1	a scientist who specializes in chemistry	0.2227870672941208
Aperhoer	SUBST	eyebrows	hair	et deet net gutt, sech d'Aperhoer ze rappen 	APERHOER1UNI2	the arch of hair above each eye	0.5086983442306519
Apostel	SUBST	Apostle	follower of Jesus Christ	an der Bibel geet rieds vun zwielef Apostelen 	APOSTEL1UNI1	(New Testament) one of the original 12 disciples chosen by Christ to preach his gospel	0.6098197102546692
apostoulesch	ADJ	apostolic	relating to the Apostles	mir goufe geléiert, un déi eng, helleg, kathoulesch an apostoulesch Kierch ze gleewen 	APOSTOULESCH1UNI1	of or relating to or deriving from the Apostles or their teachings	0.846702516078949
apostoulesch	ADJ	apostolic	relating to the Pope	de Poopst huet en apostoulescht Schreiwes publizéiert 	APOSTOULESCH1UNI2	proceeding from or ordered by or subject to a pope or the papacy regarded as the successor of the Apostles	0.6754505038261414
Appell	SUBST	appeal	request	et ass en Appell un d'Populatioun gaangen, fir d'Drénkwaasser ze spueren 	APPELL1UNI1	earnest or urgent request	0.5118419528007507
Appell	SUBST	appeal	application to a higher authority	d'Affekotin réit eis, an Appell ze goen 	APPELL1UNI3	earnest or urgent request	0.4769282937049866
applizéieren	VRB	to apply	to implement	de Betrib huet dem Expert seng Virschléi net applizéiert 	APPLIZEIEREN1UNI1	put into service; make work or employ for a particular purpose or for its inherent or natural purpose	0.4318721890449524
Appreciatioun	SUBST	appreciation	judgement, evaluation	du kanns dech op eisem Expert seng Appreciatioun verloossen 	APPRECIATIOUN1UNI1	a favorable judgment	0.5693874359130859
Apprenante	SUBST	learner	female	d'Apprenante muss un enger Rei Coursen deelhuelen 	APPRENANTE1UNI1	someone (especially a child) who learns (as from a teacher) or takes up knowledge or beliefs	0.13838237524032593
Approche	SUBST	approach	to landing an aircraft	bei der Approche vum Flughafen huet d'Pilotin missen duerch décken Niwwel fléien 	APPROCHE1UNI1	the final path followed by an aircraft as it is landing	0.5996084213256836
approuvéieren	VRB	to approve	to be in favour of	d'Fraktioun huet d'Decisioun vun der Ministesch approuvéiert 	APPROUVEIEREN1UNI2	judge to be right or commendable; think well of	0.371090829372406
Appui	SUBST	support	help	hie konnt op den Appui vu senger Famill zielen 	APPUI1UNI1	something providing immaterial assistance to a person or cause or interest	0.20441517233848572
aprogramméieren	VRB	to program	a computer	fir de Logiciel ze erweideren, soll den Informatiker nei Funktiounen aprogramméieren 	APROGRAMMEIEREN1UNI1	write a computer program	0.40232163667678833
aprogramméieren	VRB	to programme	to plan	bei eisem Ausfluch hate mer d'Visitt vun der Kathedral aprogramméiert 	APROGRAMMEIEREN1UNI2	arrange a program of or for	0.2688002586364746
Aquarell	SUBST	watercolour	painting	mir waren eng Ausstellung mat Aquarelle vu bekannten englesche Moler kucken 	AQUARELL1UNI1	a painting produced with watercolors	0.6385831832885742
Aquarium	SUBST	aquarium	fish tank	ech hu vill exotesch Fësch a mengem Aquarium 	AQUARIUM1UNI1	a tank or pool or bowl filled with water for keeping live fish and underwater animals	0.6503748893737793
Aquarium	SUBST	aquarium	building	vill Stied, déi um Mier leien, hunn en Aquarium 	AQUARIUM1UNI2	a tank or pool or bowl filled with water for keeping live fish and underwater animals	0.17806397378444672
Ära	SUBST	era	period of history	dee Krich war eng däischter Ära vu Gewalt fir eist Land 	ARA1UNI2	a major division of geological time; an era is usually divided into two or more periods	0.47108596563339233
Araber	SUBST	Arab	person	mäi beschte Kolleeg ass Araber , seng Famill kënnt aus dem Oman 	ARABER1UNI1	a member of a Semitic people originally from the Arabian peninsula and surrounding territories who speaks Arabic and who inhabits much of the Middle East and northern Africa	0.28727012872695923
Araber	SUBST	Arab	horse	de Reider huet mat sengem Araber d'Goldmedail gewonnen 	ARABER1UNI2	a spirited graceful and intelligent riding horse native to Arabia	0.6504731178283691
aräissen	VRB	to tear	a nail	ech hu mer den Nol vum Daum liicht agerass 	ARAISSEN1UNI2	strip of feathers	0.46048229932785034
Arbitrage	SUBST	settlement	official agreement	am Fall vun Differenzen tëschent zwee Länner gesäit den Traité en Arbitrage vir 	ARBITRAGE1UNI3	a conclusive resolution of a matter and disposition of it	0.2924676239490509
arbitréieren	VRB	to arbitrate	in a dispute	de Mediateur arbitréiert bei därege Sträitfäll 	ARBITREIEREN1UNI1	act between parties with a view to reconciling differences	0.42411696910858154
arbitréieren	VRB	to referee	a sports competition	wien arbitréiert dëst Joer d'Finall am Handball? 	ARBITREIEREN1UNI2	be a referee or umpire in a sports competition	0.5301694273948669
Arbitter	SUBST	referee	of a sports competition	den Arbitter huet viru fënnef Minutten de Match ugepaff 	ARBITTER1UNI2	(sports) the chief official (as in boxing or American football) who is expected to ensure fair play	0.4050528407096863
archaesch	ADJ	archaic	dated	si huet heiansdo nach archaesch Iddien 	ARCHAESCH1UNI1	so extremely old as seeming to belong to an earlier period	0.3053319454193115
Archeologin	SUBST	archaeologist	female	bei Ausgruewungen ass d'Archeologin op Deeler vun enger réimescher Festung gestouss 	ARCHEOLOGIN1UNI1	an anthropologist who studies prehistoric people and their culture	0.2334582507610321
Architektin	SUBST	architect	female	meng Mamm huet eng Architektin engagéiert, fir den Ëmbau vun hirem Haus ze plangen 	ARCHITEKTIN1UNI1	someone who creates plans to be used in making something (such as buildings)	0.06181376799941063
Architektur	SUBST	architecture	subject	hie studéiert Architektur op enger auslännescher Universitéit 	ARCHITEKTUR1UNI1	an architectural product or work	0.15390944480895996
Architektur	SUBST	architecture	design, style	déi eegenaarteg Architektur vum Haus gefält net jidderengem 	ARCHITEKTUR1UNI2	the profession of designing buildings and environments with consideration for their esthetic effect	0.4981561601161957
Archiv	SUBST	archive	official institution	de Minister huet en neien Direkter fir den Archiv genannt 	ARCHIV1UNI1	a depository containing historical records and documents	0.3039652407169342
Archiv	SUBST	archive	collection of records or documents	dëst Dokument fënnt ee sécher am nationalen Archiv 	ARCHIV1UNI2	a depository containing historical records and documents	0.7085221409797668
Archiv	SUBST	archive	building, room	eist Archiv gouf rezent mat enger Klimaanlag ekipéiert 	ARCHIV1UNI3	a depository containing historical records and documents	0.2673826813697815
Areal	SUBST	tract	of land	e Promoteur huet dat ganzt Areal opkaaft, fir eng Cité ze bauen 	AREAL1UNI1	an extended area of land	0.570798933506012
arechnen	VRB	to include	in a bill, in an invoice	beim Loyer sinn d'Chargen net mat agerechent 	ARECHNEN1UNI1	add as part of something else; put in as part of a set, group, or category	0.2544477880001068
areechen	VRB	to submit	an application	mäi Kolleeg wëllt seng Demande fir de Poste vum Portier areechen 	AREECHEN1UNI1	make an application as for a job or funding	0.2927456498146057
Areena	SUBST	arena	amphitheatre	bei de Réimer huet d'Areena eng wichteg gesellschaftlech Roll gespillt 	AREENA1UNI2	a large structure for open-air sports or entertainments	0.5025010108947754
Arees	SUBST	entry	to a country	ouni Visa ass d'Arees an dat Land net méiglech 	AREES1UNI1	the act of entering	0.3448042869567871
areesen	VRB	to enter	a foreign country	d'Douanieren hunn hien net areese gelooss, well seng Pabeieren net an der Rei waren 	AREESEN1UNI1	to come or go into	0.22266921401023865
arenken	VRB	to set	a dislocation	d'Doktesch huet dem Blesséierten d'Schëller nees agerenkt 	ARENKEN1UNI1	insert (a nail or screw below the surface, as into a countersink)	0.32290059328079224
arennen	VRB	to crash	in a vehicle	hien ass mat sengem neie Won agerannt 	ARENNEN2UNI1	sleep in a convenient place	0.33489006757736206
arëtzen	VRB	to carve	to engrave	déi jonk Koppel huet en Häerz mat hiren Initialen an e Bam agerëtzt 	ARETZEN1UNI1	engrave or cut by chipping away at a surface	0.6097080707550049
Argentinierin	SUBST	Argentinian	female	meng bescht Frëndin ass Argentinierin 	ARGENTINIERIN1UNI1	a native or inhabitant of Argentina	0.2344464361667633
Argon	SUBST	argon	chemical element	d'Element Argon gehéiert zum Grupp vun den Eedelgasen 	ARGON1UNI1	a colorless and odorless inert gas; one of the six inert gases; comprises approximately 1% of the earth's atmosphere	0.2998947203159332
Argument	SUBST	argument	reason	de Riedner huet de ganzen Auditoire mat sengen Argumenter iwwerzeegt 	ARGUMENT1UNI1	a discussion in which reasons are advanced for and against some proposition or proposal	0.2620173692703247
argumentéieren	VRB	to argue	to discuss	an där Affär gouf laang argumentéiert 	ARGUMENTEIEREN1UNI1	have an argument about something	0.4927029311656952
aristokratesch	ADJ	aristocratic	noble	et gëtt behaapt, si wier vun aristokratescher Ofstamung 	ARISTOKRATESCH1UNI2	belonging to or characteristic of the nobility or aristocracy	0.3898923099040985
Aristokratin	SUBST	aristocrat	female	déi bekannt Aristokratin war och op d'Prënzenhochzäit invitéiert ginn 	ARISTOKRATIN1UNI1	a member of the aristocracy	0.24710993468761444
Armeenierin	SUBST	Armenian	female	meng bescht Frëndin ass Armeenierin 	ARMEENIERIN1UNI1	a native or inhabitant of Armenia	0.26311302185058594
Arméi	SUBST	army	military forces	déi zwou Arméien hate grouss Verloschter 	ARMEI1UNI1	a permanent organization of the military land forces of a nation or state	0.6456295847892761
Arméi	SUBST	army	military service	eisen Eelste geet gär bei d'Arméi 	ARMEI1UNI2	the army of the United States of America; the agency that organizes and trains soldiers for land warfare	0.4642500877380371
Arméi	SUBST	army	large number	d'Europaparlament schafft mat enger ganzer Arméi Iwwersetzer 	ARMEI1UNI3	a large number of people united for some specific purpose	0.27339357137680054
Aroma	SUBST	aroma	bouquet, fragrance	den Aroma vum Roude Wäin entfaalt sech am beschten a grousse Glieser 	AROMA1UNI1	a distinctive odor that is pleasant	0.5463776588439941
arrangéieren	VRB	to suit	to be convenient for	dat do arrangéiert mech! 	ARRANGEIEREN1UNI2	be agreeable or acceptable to	0.2634526193141937
arrangéieren	VRB	to arrange	a piece of music	eisen Dirigent arrangéiert d'Stécker fir eis Fanfare selwer 	ARRANGEIEREN1UNI5	put into a proper or systematic order	0.21330267190933228
Arrêt	SUBST	stop	bus stop, train station	d'Elteren an eiser Strooss froen en Arrêt fir de Schoulbus 	ARRET1UNI1	a spot where something halts or pauses	0.3699634075164795
Arrêt	SUBST	stop	halt	den Zuch mécht zu Miersch nëmmen e kuerzen Arrêt 	ARRET1UNI2	the act of stopping something	0.5422136783599854
Arrêté	SUBST	decree	official decision	d'Prozedur gouf duerch en Arrêté vum Minister festgeluecht 	ARRETE1UNI1	a legally binding command or decision entered on the court record (as if issued by a court or judge)	0.33220186829566956
Arrivée	SUBST	arrival	of a race	d'Arrivée vun der Course ass hanner der Schoul 	ARRIVEE1UNI1	the act of arriving at a certain place	0.21462498605251312
Arrivée	SUBST	arrival	process of arriving	mir hunn de Moment eng reegelméisseg Arrivée vu Flüchtlingen ouni Pabeieren 	ARRIVEE1UNI2	the act of arriving at a certain place	0.7332230806350708
Arsen	SUBST	arsenic	chemical element	d'Element Arsen gehéiert zum Grupp vun den Hallefmetaller 	ARSEN1UNI1	a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar	0.46198341250419617
Arsenal	SUBST	stack	large quantity	hien huet doheem e ganzt Arsenal vun CDen 	ARSENAL1UNI2	(often followed by `of') a large number or amount or extent	0.43134671449661255
Artikel	SUBST	article	piece of writing	ech hunn der en interessanten Artikel aus enger Revue erausgeschnidden 	ARTIKEL1UNI1	nonfictional prose forming an independent part of a publication	0.3029578924179077
Artikel	SUBST	clause	in a legal document, in a contract	den Artikel 5 vum Gesetzesprojet gouf vun der Kommissioun amendéiert 	ARTIKEL1UNI2	a separate section of a legal document (as a statute or contract or will)	0.6733800768852234
Artikel	SUBST	article	item, object	deen Artikel hu mer leider net méi op Stock 	ARTIKEL1UNI3	one of a class of artifacts	0.4720931053161621
Artikel	SUBST	article	determiner	hie setzt ëmmer déi falsch Artikele virun d'Substantiver 	ARTIKEL1UNI4	(grammar) a determiner that may indicate the specificity of reference of a noun phrase	0.5086039900779724
Artikulatioun	SUBST	articulation	pronunciation	d'Orthofonisten hëllefe Patienten, hir Artikulatioun ze verbesseren 	ARTIKULATIOUN1UNI1	the aspect of pronunciation that involves bringing articulatory organs together so as to shape the sounds of speech	0.47986850142478943
artikuléieren	VRB	to articulate	to pronounce	wéinst enger neurologescher Krankheet kann hatt net däitlech artikuléieren 	ARTIKULEIEREN1UNI1	speak, pronounce, or utter in a certain way	0.5976985096931458
artikuléieren	VRB	to articulate	to express	jidderee soll d'Méiglechkeet kréien, seng Meenung ze artikuléieren 	ARTIKULEIEREN1UNI2	put into words or an expression	0.5955371260643005
Artillerie	SUBST	artillery	weapons	Kanounen a Panzere gehéieren zu der Artillerie vun enger Arméi 	ARTILLERIE1UNI1	large but transportable armament	0.49310189485549927
Artillerie	SUBST	artillery	branch of the army	déi feindlech Artillerie réckelt ëmmer méi no 	ARTILLERIE1UNI2	an army unit that uses big guns	0.6685543060302734
Artistin	SUBST	artist	female	am Musée ass den Ament eng Ausstellung vun enger auslännescher Artistin , déi vill mat Holz schafft 	ARTISTIN1UNI1	a person whose creative work shows sensitivity and imagination	0.14947368204593658
arummen	VRB	to frame	a picture	ech muss dat neit Bild arumme loossen 	ARUMMEN1UNI1	enclose in a frame, as of a picture	0.35190549492836
asäckelen	VRB	to pocket	to rake in money	hien huet am Casino iwwer 20.000 Euro agesäckelt 	ASACKELEN1UNI1	put in one's pocket	0.20935824513435364
asammelen	VRB	to collect	to pick up, to take in	hien huet déi eidel Fläschen agesammelt 	ASAMMELEN1UNI2	gather or collect	0.4281713664531708
Asaz	SUBST	entry	of an orchestra, of a singer, of a musician	den Trompettist huet zwee Asätz hannerenee verpasst 	ASAZ1UNI6	an item inserted in a written record	0.16498251259326935
aschéissen	VRB	to break	with a projectile	d'Bouwen hu mam Ball eng Fënster ageschoss 	ASCHEISSEN1UNI2	make the opening shot that scatters the balls	0.5056308507919312
Aschlag	SUBST	impact	of a bomb	den Aschlag vun der Bomm huet en déift Lach hannerlooss 	ASCHLAG1UNI2	the striking of one body against another	0.23779988288879395
aschloen	VRB	to take	a direction	de Chauffer huet eng aner Richtung ageschloen 	ASCHLOEN1UNI3	head into a specified direction	0.550769031047821
aschloen	VRB	to strike	thunder, bomb	am leschte Krich hat eng Granat an de Giewel ageschloen 	ASCHLOEN1UNI5	make a strategic, offensive, assault against an enemy, opponent, or a target	0.28323596715927124
aschreiwen	VRB	to note	to write down	de Personalchef schreift all Dag d'Absencen an 	ASCHREIWEN1UNI1	make a written note of	0.7035776376724243
Aserbaidjanerin	SUBST	Azerbaijani	female	meng bescht Frëndin ass Aserbaidjanerin 	ASERBAIDJANERIN1UNI1	a native or inhabitant of Azerbaijan	0.2946292757987976
asetzen	VRB	to fit	in a text	brauchs de Hëllef, fir déi nei Fënster anzesetzen ? 	ASETZEN1UNI4	be the right size or shape; fit correctly or as desired	0.3119334578514099
asetzen	VRB	to implant	surgically	hie krut viru Kuerzem eng nei Nier agesat 	ASETZEN1UNI6	become attached to and embedded in the uterus	0.3098699450492859
asëtzen	VRB	to serve	a prison sentence	de Mäerder souz 20 Joer an 	ASETZEN2UNI1	spend time in prison or in a labor camp	0.5153184533119202
Asiatin	SUBST	Asian	female	d'Weltmeeschterin am Judo ass den Ament eng Asiatin 	ASIATIN1UNI1	a native or inhabitant of Asia	0.24861207604408264
Asiicht	SUBST	access	to documents	d'Affekotin huet Asiicht an de Geriichtsdossier gefrot 	ASIICHT1UNI1	(computer science) the operation of reading or writing stored information	0.3868558406829834
asolperen	VRB	to salt	to soak in brine	de Metzler huet d'Hamen haut agesolpert 	ASOLPEREN1UNI1	add salt to	0.49898725748062134
aspanen	VRB	to clamp	to fasten	span d'Staang an de Schraufstack an ! 	ASPANEN1UNI2	fasten or fix with a clamp	0.6537196040153503
Aspegic	SUBST	aspirin	painkiller	ech hunn därmoossen de Kapp wéi, hues de keng Aspegic an der Posch? 	ASPEGIC1UNI1	the acetylated derivative of salicylic acid; used as an analgesic anti-inflammatory drug (trade names Bayer, Empirin, and St. Joseph) usually taken in tablet form; used as an antipyretic; slows clotting of the blood by poisoning platelets	0.4440339505672455
Aspirin	SUBST	aspirin	painkiller	ech hunn därmoossen de Kapp wéi, hues de keng Aspirin an der Posch? 	ASPIRIN1UNI1	the acetylated derivative of salicylic acid; used as an analgesic anti-inflammatory drug (trade names Bayer, Empirin, and St. Joseph) usually taken in tablet form; used as an antipyretic; slows clotting of the blood by poisoning platelets	0.4440339505672455
asprëtzen	VRB	to inject	under pressure	fir d'Mauerwierk ze stabiliséieren, ass Bëtong agesprëtzt ginn 	ASPRETZEN1UNI2	feed intravenously	0.23269793391227722
Aspro	SUBST	aspirin	painkiller	ech hunn därmoossen de Kapp wéi, hues de keng Aspro an der Posch? 	ASPRO1UNI1	the acetylated derivative of salicylic acid; used as an analgesic anti-inflammatory drug (trade names Bayer, Empirin, and St. Joseph) usually taken in tablet form; used as an antipyretic; slows clotting of the blood by poisoning platelets	0.4440339505672455
Ass	SUBST	ace	master, expert	du waars ëmmer en Ass am Kapprechnen! 	ASS1UNI1	someone who is dazzlingly skilled in any field	0.4812983572483063
Ass	SUBST	ace	playing card	ech hat de Streech mam Ass kritt 	ASS1UNI2	one of four playing cards in a deck having a single pip on its face	0.5581114292144775
assimiléieren	VRB	to assimilate	a language, knowledge	mat där neier Method kënnen d'Schüler d'Franséisch besser assimiléieren 	ASSIMILEIEREN1UNI1	take up mentally	0.27147603034973145
Associée	SUBST	associate	female	ech leeden d'Firma zesumme mat menger Associée 	ASSOCIEE1UNI1	a friend who is frequently in the company of another	0.2412492036819458
Assurance	SUBST	insurance	document	du muss d'Assurance ënnerschreiwen, fir datt se gülteg ass! 	ASSURANCE1UNI1	written contract or certificate of insurance	0.3013719916343689
Assurance	SUBST	insurance	cover	keng Fluchgesellschaft däerf hir Fligeren ouni Assurance fléie loossen 	ASSURANCE1UNI3	promise of reimbursement in the case of loss; paid to people or companies so concerned about hazards that they have made prepayments to an insurance company	0.25474557280540466
assuréieren	VRB	to assure	to guarantee	de Minister huet den Elteren assuréiert , datt d'Schoul am Duerf gebaut géif 	ASSUREIEREN1UNI3	make certain of	0.5642784237861633
Astat	SUBST	astatine	chemical element	d'Element Astat gehéiert zum Grupp vun den Halogeenen 	ASTAT1UNI1	a highly unstable radioactive element (the heaviest of the halogen series); a decay product of uranium and thorium	0.4906618297100067
astellen	VRB	to adjust	a device	ech hunn den Thermostat vun der Heizung fir de Wanter nei agestallt 	ASTELLEN1UNI4	place in a line or arrange so as to be parallel or straight	0.24107961356639862
Astellung	SUBST	preferences	for software	wou fannen ech d'Astellung , fir d'Sprooch vum Programm ze änneren? 	ASTELLUNG1UNI5	the right or chance to choose	0.14679521322250366
ästheetesch	ADJ	aesthetic	beautiful	mir fannen déi Skulptur ganz ästheetesch 	ASTHEETESCH1UNI2	aesthetically pleasing	0.3178611993789673
astiechen	VRB	to pocket	money	de Gewënner stécht zwou Milliounen Euro an 	ASTIECHEN1UNI2	put in one's pocket	0.356309175491333
astiechen	VRB	to suffer	a loss	de Betrib muss e Verloscht vun iwwer enger Millioun astiechen 	ASTIECHEN1UNI3	be set at a disadvantage	0.30993640422821045
Astrologin	SUBST	astrologist	female	d'Astrologin ass iwwerzeegt, datt d'Stärenzeeche fir d'Funktionéiere vun enger Bezéiung eng Roll spillen 	ASTROLOGIN1UNI1	someone who predicts the future by the positions of the planets and sun and Moon	0.15917207300662994
Astronautin	SUBST	astronaut	female	d'Astronautin preparéiert sech op hir Rees an de Weltall 	ASTRONAUTIN1UNI1	a person trained to travel in a spacecraft	0.2065361589193344
astronomesch	ADJ	astronomical	celestial	dee Fuerscher huet eng bedeitend astronomesch Entdeckung gemaach 	ASTRONOMESCH1UNI1	relating or belonging to the science of astronomy	0.22805975377559662
astronomesch	ADJ	astronomic	enormous	fir eist Boot hu mer en astronomesche Präis bezuelt! 	ASTRONOMESCH1UNI2	inconceivably large	0.7176711559295654
Astronomin	SUBST	astronomer	female	d'Astronomin huet e bis elo onbekannte Planéit entdeckt 	ASTRONOMIN1UNI1	a physicist who studies astronomy	0.21245823800563812
astudéieren	VRB	to rehearse	to practise	den Trompettist huet säi Solo astudéiert 	ASTUDEIEREN1UNI1	engage in a rehearsal (of)	0.44725969433784485
Atelier	SUBST	workshop	of a craftsman, of a skilled worker	d'Ateliere vun der Eisebunn leien direkt hanner der Gare 	ATELIER1UNI2	small workplace where handcrafts or manufacturing are done	0.3716253936290741
Atelier	SUBST	workshop	discussion group	zweemol an der Woch ginn Ateliere ronderëm d'Theema Literatur ugebueden 	ATELIER1UNI3	a brief intensive course for a small group; emphasizes problem solving	0.4328997731208801
Äthiopierin	SUBST	Ethiopian	female	meng bescht Frëndin ass Äthiopierin 	ATHIOPIERIN1UNI1	a native or inhabitant of Ethiopia	0.2767918109893799
athleetesch	ADJ	athletic	relating to athletics	ech bréngen déi komplizéiert athleetesch Übungen do net fäerdeg 	ATHLEETESCH1UNI1	relating to or befitting athletics or athletes	0.8543497323989868
athleetesch	ADJ	athletic	fit, muscular	wat ass dat en athleetesche Kärel! 	ATHLEETESCH1UNI2	having a sturdy and well proportioned body	0.5382958054542542
Atlas	SUBST	atlas	book	d'Kanner solle muer hiren Atlas mat an de Geografiesunterrecht bréngen 	ATLAS1UNI1	a collection of maps in book form	0.38863682746887207
Atmosphär	SUBST	atmosphere	of a planet	d'Rakéit ass nees an d'Atmosphär agetrueden 	ATMOSPHAR1UNI1	the envelope of gases surrounding any celestial body	0.4755939245223999
Atmosphär	SUBST	atmosphere	mood	an eiser Klass ass eng gutt Atmosphär 	ATMOSPHAR1UNI2	the weather or climate at some place	0.33128637075424194
Atmosphär	SUBST	atmosphere	unit of measurement	dee Kessel verdréit en Drock vun zéng Atmosphären 	ATMOSPHAR1UNI3	a unit of pressure: the pressure that will support a column of mercury 760 mm high at sea level and 0 degrees centigrade	0.4860887825489044
attachéieren	VRB	to attach	to appoint	de Beamten ass un en anere Ministère attachéiert ginn 	ATTACHEIEREN1UNI1	cause to be attached	0.4446864724159241
Attack	SUBST	attack	assault	bei enger Attack op e Geldtransporter si Leit ëmkomm 	ATTACK1UNI1	the act of attacking	0.5603824257850647
Attack	SUBST	attack	criticism	d'Attacke vun der Oppositioun waren net berechtegt 	ATTACK1UNI2	strong criticism	0.7125605940818787
Attack	SUBST	attack	sport, military	mat véier Attacken an der éischter Hallschent hu mer dräi Goler geschoss 	ATTACK1UNI3	(military) an offensive against an enemy (using weapons)	0.38490965962409973
attackéieren	VRB	to attack	to assault	d'Arméi huet déi feindlech Truppen an der Nuecht attackéiert 	ATTACKEIEREN1UNI1	attack someone physically or emotionally	0.5104293823242188
attackéieren	VRB	to attack	in military action, in sport	an der Finall huet déi géigneresch Ekipp vun Ufank un attackéiert 	ATTACKEIEREN1UNI3	launch an attack or assault on; begin hostilities or start warfare with	0.3216072618961334
attackéieren	VRB	to attack	a task	den Aarbechtsgrupp attackéiert d'nächst Woch deen neie Projet 	ATTACKEIEREN1UNI5	set to work upon; turn one's energies vigorously to a task	0.4499708116054535
Attentäterin	SUBST	attacker	female	d'Attentäterin hat eng Bomm an d'Gebai erageschmuggelt 	ATTENTATERIN1UNI1	someone who attacks	0.28704598546028137
Attitüd	SUBST	attitude	behaviour	ech kann deng stuer Attitüd géintiwwer dengen Elteren net verstoen 	ATTITUD1UNI1	a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways	0.3188980519771576
Attraktioun	SUBST	attraction	sight	d'Relève vun der Gard beim Palais ass eng touristesch Attraktioun 	ATTRAKTIOUN1UNI1	a characteristic that provides pleasure and attracts	0.20576564967632294
Attraktioun	SUBST	highlight	best part	d'Attraktioun vum Festival ass e Concert vun engem renomméierten Orchester 	ATTRAKTIOUN1UNI3	the most interesting or memorable part	0.406419575214386
attraktiv	ADJ	attractive	appealing	an deem Buttek hunn se attraktiv Präisser 	ATTRAKTIV1UNI1	pleasing to the eye or mind especially through beauty or charm	0.4380241334438324
attraktiv	ADJ	attractive	good-looking	d'Haaptroll soll vun engem attraktive Schauspiller gespillt ginn 	ATTRAKTIV1UNI2	pleasing to the eye or mind especially through beauty or charm	0.3342374265193939
Attrapp	SUBST	dummy	fake	dem Gangster seng Waff war eng Attrapp 	ATTRAPP1UNI1	a figure representing the human form	0.1437465399503708
Attributioun	SUBST	powers	area of responsibility	d'Missiounen an d'Attributioune vun de Beamte si kloer definéiert 	ATTRIBUTIOUN1UNI2	possession of controlling influence	0.3303741216659546
Audienz	SUBST	audience	formal interview	déi groussherzoglech Koppel krut eng Audienz beim Poopst 	AUDIENZ1UNI1	a conference (usually with someone important)	0.43286406993865967
Auditioun	SUBST	audition	casting	zwee Deeg no der Auditioun krut e gesot, e krit d'Haaptroll 	AUDITIOUN1UNI2	a test of the suitability of a performer	0.27980485558509827
Auditoire	SUBST	audience	spectators or listeners	de Riedner huet den Auditoire mat sengen Argumenter iwwerzeegt 	AUDITOIRE1UNI1	a gathering of spectators or listeners at a (usually public) performance	0.6880853772163391
