lemma,pos,en_word,en_definition,de_word,de_definition,fr_word,fr_definition,sentence,code,wn_definition_en,confidence_en,wn_definition_de,confidence_de,wn_definition_fr,confidence_fr,wn_definition,definition_language,confidence,lux_definition,gloss_with_example,gloss_without_example
beherrschen,VRB,to dominate,,beherrschen,Herrschaft ausüben,dominer,"avoir la suprématie, exercer son emprise sur",mat hirem Monopol beherrscht eis Firma de Marché ,BEHERRSCHEN1UNI3,have dominance or the power to defeat over,0.6012600660324097,Meister sein; regieren oder herrschen,0.6493071913719177,,,have dominance or the power to defeat over,English,0.6012600660324097,"d'Iwwerhand hunn oder d'Kraaft, géint een oder eppes ze gewannen","eppes oder Leit ganz ënner Kontroll hunn an dominéieren; Fäegkeet, Muecht oder Kompetenzen esou ze gebrauchen, datt een eng Situatioun, en Thema oder e Marché steiert an iwwerleeë ass","- Eppes komplett a sécher kënnen, zum Beispill eng Sprooch, eng Fäegkeet oder eng Situatioun, sou datt een et kontrolléiert an zouversiichtlech domat ëmgëtt.
- Iwwer eppes oder een d’Kontroll/Autoritéit hunn; dominéieren."
beichten,VRB,to confess,,beichten,seine Sünden,confesser,ses péchés,hien huet dem Paschtouer seng Sënne gebeicht ,BEICHTEN1UNI1,admit (to a wrongdoing),0.6854146718978882,,,,,admit (to a wrongdoing),English,0.6854146718978882,"zouginn, datt een eppes Falsches gemaach huet","Beichten: seng Feeler oder Sënnen zouginn an aussoen, besonnesch viru engem Geeschtlechen am reliéise Kontext, fir Verzeiung ze kréien.","Eppes, meeschtens Feeler oder Sënnen, op eege Verantwortung zouginn an et engem Geeschtlechen oder enger anerer Persoun erzielen; am reliéise Kontext: d’Beicht ofleeën."
Béier,SUBST,boar,,Eber,,verrat,,de Bauer hält eng Dose Sai an ee Béier ,BEIER2UNI1,an uncastrated male hog,0.6088436245918274,,,,,an uncastrated male hog,English,0.6088436245918274,e net kastréiert männlecht Schwäin,Eng alkoholëscht Gedrénks aus vergäärtem Malz a Hopfen; gëtt dacks an Fläschen oder Dosen gedronk.,"En alkoholescht Gedrénks, dat duerch d’Fermentéiere vu Malz (meeschtens Gerste), Waasser a Hopfen entsteet; et gëtt a verschiddene Stiler (z. B. Lager, Ale, Stout) produzéiert an ass kohlensäurehalteg."
béis,ADJ,mean,,böse,,méchant,"désagréable, malveillant",gëff dech mat deene béisen Ënnerstellungen! ,BEIS1UNI1,,,allgemein: sehr negativ; nicht gut,0.646126389503479,,,allgemein: sehr negativ; nicht gut,German,0.646126389503479,allgemeng: ganz negativ; net gutt,"- Adj.: schlecht, grausam oder bösaarteg; géigesaz zu gutt; kann och heeschen: rosen, geféierlech oder mat schlechter Intentioun.","- Adj.: schlecht, grausam oder bösaarteg am Wiesen oder an den Absichten; géint d’Gutt geriicht.
- Subst.: dat Béisst, dat wat moralisch schlecht oder schiedlech ass."
béisaarteg,ADJ,malignant,"tumour, disease",bösartig,"Tumor, Krankheit",malin,"tumeur, maladie",mäi Monni huet e béisaartegen Tumor am Kapp ,BEISAARTEG1UNI2,dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor),0.7373250722885132,,,dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor),0.7373250722885132,dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor),English,0.7373250722885132,geféierlech fir d'Gesondheet; dee sech duerch en progressiven an onkontrolléierte Wuesstem auszeechent (besonnesch bei engem Tumor),"Béisaarteg heescht bösartig: eppes, besonnesch e Tumor oder eng Krankheet, déi aggressiv wiisst, an de Kierper beschiedegt a kann Metastasen bilden; net gutt- a geféierlech.","Beschreift e Verhalen oder eng Astellung, déi mat Béiswëllegkeet, Gemeinheet oder sadistescher Freed un anere Leit verbonnen ass; éiergskräfteg a verletzend, ouni Matgefill."
bekucken,VRB,to be surprised,to be astonished,sich wundern,,s'étonner,,dee wäert sech emol al bekucken ! ,BEKUCKEN1UNI1,,,erstaunt sein über,0.6287275552749634,,,erstaunt sein über,German,0.6287275552749634,erstaunt sinn iwwer,„bekucken“ heescht eppes oder een genee ugekuckt/ugebléckt kréien; intensiv oder mat Opmierksamkeet (oft och kritesch oder neugiereg) nokucken.,"Eppes oder eenen genau ukucken, mat Opmierksamkeet observéieren oder sech eppes aus Neigier/Interesse ugesinn; och am Sënn vu “iwwerpréiwen” oder “ëmol nozekucken”."
beleeën,VRB,to prove,,belegen,beweisen,démontrer,prouver,"verschidde Studien hu beluecht , datt ze vill Zocker d'Kanner nervös mécht ",BELEEEN1UNI1,,,Die Wahrheit von etwas deutlich machen.,0.603270411491394,,,Die Wahrheit von etwas deutlich machen.,German,0.603270411491394,D'Wourecht vun eppes däitlech maachen.,"„Beleeën“ bedeit eppes duerch Fakten, Beweiser oder Beispiller ënnerstëtzen oder beweisen; an där Sazbedeitung: „beluecht“ = eppes ausféierlech ënnersichen an ervirhiewen, fir et méi kloer ze maachen.","beleeën (Verb): eppes oder een mat Beleidegung, Beschëllegungen oder schlechten Aussoe belaaschten; engem eppes Unerféitleches ënnerstellen oder en anere schlecht maachen; och: eppes mat enger Belaaschtung oder Flicht oprappen (z. B. en Terrain juristesch beleeën)."
beliichten,VRB,to examine,,beleuchten,untersuchen,examiner,,an dëser Affär ass de finanziellen Aspekt nach guer net beliicht ginn ,BELIICHTEN1UNI2,"observe, check out, and look over carefully or inspect",0.7293953895568848,,,,,"observe, check out, and look over carefully or inspect",English,0.7293953895568848,"eppes observéieren, nokucken a grëndlech iwwerpréiwen oder ënnersichen","beliichten: eppes ausféierlech erklären oder duerchliichten, sou datt et verstanen a kloer gëtt; och am Sënn vu “ënnersichen” oder “aus ënnerschiddleche Perspektiven kucken” (z. B. en Thema/Aspekt beliichten).","- eppes mat Liicht hell maachen; opliichten
- am iwwerdroene Sënn: e Thema erklären oder ausféierlech behandelen, fir et besser verstan ze maachen"
Beliichtung,SUBST,exposure,"of a film, of a photo",Belichtung,,exposition,"d'un film, d'une photo","deng Fotoe sinn ze däischter, probéier emol eng aner Beliichtung ",BELIICHTUNG1UNI1,the act of exposing film to light,0.6008381843566895,,,,,the act of exposing film to light,English,0.6008381843566895,"D'Handlung, e Film dem Liicht auszesetzen","Beliichtung: d’Quantitéit u Liicht, déi op e Sujet oder op e Fotoapparat fällt; och de Prozess, wéi eng Foto beluecht gëtt (méi oder manner Liicht), wat d’Hellegkeet an d’Detailer vun der Foto beaflosst.","Zouféierung vu Liicht op en Objet oder an en Raum; kann technesch d’Intensitéit an Dauer vum Liicht (z. B. an der Fotografie oder Film) bedeiten, an och allgemeng d’Art a Weis, wéi eppes beliicht gëtt fir et siichtbar ze maachen."
bëlleg,ADJ,cheap,poor quality,billig,,de piètre qualité,,am Lift richt et no bëllegem Parfum ,BELLEG1UNI2,,,Mit einem niedrigen Preis zu kaufen.,0.6337831020355225,,,Mit einem niedrigen Preis zu kaufen.,German,0.6337831020355225,Fir e niddrege Präis ze kafen.,"bëlleg: net deier, niddrege Qualitéit oder Wäert; gëtt dacks benotzt fir eppes ze beschreiwen, dat bëlleg ausgesäit oder richt, also e Budget- oder “billigen” Androck mécht.","- Bëlleg: beschreift eppes, wat wéineg kascht oder vill méi niddreg am Präis ass wéi typesch; geegent fir bëlleg Offeren oder Saachen, déi net deier sinn."
Belsch,SUBST,Belgian,,Belgier,,Belge,,mäi beschte Frënd ass Belsch ,BELSCH2UNI1,a native or inhabitant of Belgium,0.6390594840049744,,,a native or inhabitant of Belgium,0.6390594840049744,a native or inhabitant of Belgium,English,0.6390594840049744,e gebiertege Mënsch oder Awunner vun deem Land mat der Haaptstad Bréissel,Nationalitéits- a Sproochadjektiv fir eppes oder een aus der Belsch; am Beispill bedeit et “mäi beschte Frënd kënnt aus der Belsch / ass e Belsch.”,"Adjektiv oder Substantiv, dat op eppes oder een aus der Belsch bezitt: aus der Belsch stammend, zu der Belsch gehéierend oder d’Belsch betreffend; och als Substantiv fir eng Persoun aus der Belsch (e Belsch, eng Belsch)."
beninesch,ADJ,Beninese,,beninisch,,béninois,,op eiser Rees hu mir déi beninesch Kultur kenne geléiert ,BENINESCH1UNI1,of or relating to or characteristic of Benin or its people,0.6432523727416992,,,of or relating to or characteristic of Benin or its people,0.6432523727416992,of or relating to or characteristic of Benin or its people,English,0.6432523727416992,vun oder am Zesummenhang mat oder typesch fir Benin oder seng Awunner,"Adjektiv dat op Benin bezunn ass; hei am Sënn vun “aus Benin stammend” oder “zum Land Benin gehéierend” (z. B. beninesch Kultur, beninesch Leit).","Bezeechnung fir eppes oder een, dee(n) aus dem Benin kënnt oder mam Benin ze dinn huet; am Sënn vun nationaler oder kultureller Zougehéieregkeet (z. B. beninesch Kultur, beninesche Bierger)."
beréieren,VRB,to touch,to come into contact with,berühren,anfassen,toucher,"entrer en contact, effleurer","wann s de den elektreschen Drot beréiers , da kriss de eng gewéitscht! ",BEREIEREN1UNI1,"make physical contact with, come in contact with",0.7517594695091248,,,,,"make physical contact with, come in contact with",English,0.7517594695091248,kierperleche Kontakt mat eppes oder engem hunn; mat eppes oder engem a Kontakt kommen,mat der Hand oder engem Kierperdeel liicht un eppes kommen oder eppes usträichen; eppes ukommen/ufaasen (physesch Kontakt maachen),Eppes oder een liicht mat der Hand oder engem anere Kierperdeel usträichen oder uschloen; kierperlech a symbolesch „urtippen“ oder „kontakt maachen“.
Beruffsliewen,SUBST,professional life,,Berufsleben,,vie professionnelle,,"déi Jonk hunn et dacks schwéier, am Beruffsliewe Fouss ze faassen ",BERUFFSLIEWEN1UNI1,,,"eine Karriere in der Industrie, im Handel oder im Beruf",0.6869147419929504,,,"eine Karriere in der Industrie, im Handel oder im Beruf",German,0.6869147419929504,"eng Karriär an der Industrie, am Handel oder an engem Beruff","D’Beruffsliewen ass den Deel vum Liewen, dee mat Aarbecht a Karriär ze dinn huet: d’Gesamtitéit vun allem, wat eng Persoun an hirem Beruff erlieft – Aarbechtswelt, Praxis, Strukturen a sozial Realitéiten um Job.","Den Deel vum Liewen, dee mam Aarbechts‑ a Karriäralldag ze dinn huet: all Aktivitéiten, Erfarungen a Strukturen, déi eng Persoun an hirem Beruff begéint, inklusiv Aarbechtsplaz, Kollegë, Verantwortung an Entwécklungsméiglechkeeten."
Bescheinegung,SUBST,certificate,,Bescheinigung,,attestation,,"ech hunn eng Bescheinegung , datt ech un engem Éischt-Hëllef-Cours deelgeholl hunn ",BESCHEINEGUNG1UNI1,,,"eine Urkunde, die die Wahrheit bestimmter Tatsachen bescheinigt",0.6612924337387085,,,"eine Urkunde, die die Wahrheit bestimmter Tatsachen bescheinigt",German,0.6612924337387085,"eng Urkund, déi d'Wourecht vu bestëmmte Tatsaachen bestätegt","Schrëftlech Bestätegung oder Dokument, dat offiziell noweist, datt eng bestëmmten Tatsaach oder Leeschtung (wéi z. B. d’Participatioun un engem Cours) wierklech ass.","Schrëftlechen oder offizielles Dokument, dat eppes confirméiert oder nogeet, wéi z. B. eng Attestatioun, Zertifikat oder Bestätegung vun engem Sachverhalt."
Besëtzer,SUBST,owner,,Besitzer,,propriétaire,,den Numm vum neie Besëtzer steet nach net op der Dier ,BESETZER1UNI1,a person who owns something,0.6856399774551392,,,a person who owns something,0.6856399774551392,a person who owns something,English,0.6856399774551392,"eng Persoun, déi eppes huet",Persoun déi eng Saach rechtméisseg gehéiert oder d’Proprietéit doriwwer huet; Eegentümer.,"Eng Persoun oder Entitéit, déi eppes gehéiert oder d’Besëtzrechter dorunner huet; Proprietär."
bestralen,VRB,to irradiate,to expose to radiation,bestrahlen,mit Strahlen behandeln,irradier,traiter aux rayons,deen Tumeur muss bestraalt ginn ,BESTRALEN1UNI1,expose to radiation,0.8806605935096741,,,,,expose to radiation,English,0.8806605935096741,eppes der Stralung aussetzen,"Mat Strahlen behandelen; op eppes, besonnesch op en Tumor oder Gewëss, ioniséierend Strahlen uwenden, fir Krankheetszellen ze zerstéieren oder ze verkleineren.","Eppes (z. B. en Objet, eng Substanz oder e Patient) gezielt mat Stralung behandelen oder beliichten, meeschtens fir en techneschen, medezineschen oder desinfizéiernden Zweck."
Bëtonneuse,SUBST,concrete mixer,,Betonmischmaschine,,bétonnière,,"wann s de fäerdeg bass mat der Aarbecht, muss de d'Bëtonneuse botzen ",BETONNEUSE1UNI1,,,"eine Maschine mit einer großen, sich drehenden Trommel, in der Zement mit anderen Materialien gemischt wird, um Beton herzustellen",0.8095666170120239,,,"eine Maschine mit einer großen, sich drehenden Trommel, in der Zement mit anderen Materialien gemischt wird, um Beton herzustellen",German,0.8095666170120239,"eng Maschinn mat enger grousser, sech dréiender Trommel, an där Zement mat anere Materialien gemëscht gëtt, fir Bëtong hierzestellen","Eng Maschinn (normalerweis mobil oder op engem Stand) déi Zement, Sand, Kies an Waasser mëscht, fir frësche Bëton hierzestellen; och “Bëtonmixer” oder “Bëtontrommel” genannt.","Maschinn oder Gefier, dat benotzt gëtt fir Bëtong ze mëschen; normalerweis eng Trommel, déi sech dréit, fir Zement, Sand, Kies a Waasser zu enger homogéiner Bëtongmëschung ze vermëschen."
Bettgedecks,SUBST,bedding,bedclothes,Bettzeug,,draps et couvertures de lit,,"hëllef mer, d'Bettgedecks ze wiesselen! ",BETTGEDECKS1UNI1,coverings that are used on a bed,0.6720906496047974,Leinen- oder Baumwollartikel für ein Bett (wie Laken und Kopfkissenbezüge),0.6438143253326416,,,coverings that are used on a bed,English,0.6720906496047974,"Ofdeckungen, déi um Bett benotzt ginn.","Bettgedecks ass d’Textilien, déi op engem Bett leien oder et ofdecken, wéi z. B. Duvet, Dreck, Decken an Iwwerzich; et bezitt sech dacks op d’Ganzes vun Decken an Zuch, déi een wiesselt.","E Bettgedecks ass d’Komplett vu Saachen, déi op engem Bett leien oder et zudecken: dat ëmfaasst normalerweis Duvet oder Decken an d’Duvetueleg, d’Këssen an d’Këssenueleg, an heiansdo och d’Bettlacken."
Bewäertung,SUBST,rating,,Bewertung,,évaluation,,beim leschte Sécherheetstest krut mäin Auto eng gutt Bewäertung ,BEWAERTUNG1UNI1,,,eine Beurteilung der Qualität von jemandem oder etwas,0.7613520622253418,,,eine Beurteilung der Qualität von jemandem oder etwas,German,0.7613520622253418,En Uerteel iwwer d'Qualitéit vun enger Persoun oder vun eppes.,"Eng Aschätzung oder Uerteel iwwer d’Qualitéit, Leeschtung oder Eegenschafte vun eppes; d’Resultat vun enger Evaluatioun.","E bewosste Prozess oder Resultat, bei deem eng Leeschtung, Situatioun oder een Objet no feste Critèrë gepréift a mat engem Urteel, Score oder Qualifikatioun agestuft gëtt; kann och d’Bewäertung vu Wäert, Qualitéit oder Risiko bedeiten."
beweegen,VRB,to move,to change position,sich bewegen,"sich regen, sich rühren",bouger,changer de position,"d'Fra spiert, wann d'Kand sech am Bauch beweegt ",BEWEEGEN1UNI4,"move so as to change position, perform a nontranslational motion",0.6048535704612732,,,,,"move so as to change position, perform a nontranslational motion",English,0.6048535704612732,"sech esou verréckelen, datt d'Positioun sech ännert; eng Dréiung oder Schwéngung (ouni Verrécklung am Raum) ausféieren","Eppes oder sech selwer an eng aner Positioun bréngen; eng Ännerung vun der Plaz oder der Lag maachen. En seelbstreflexivt Verb kann bedeiten, sech kierperlech ze réckelen oder Aktivitéit ze weisen.",Beweegen heescht eppes oder sech selwer vu méi enger Plaz op eng aner Plaz verrëcken oder an Aktivitéit bréngen; och am iwwerdroene Sënn: eng Verännerung ausléisen oder emotional ureegen.
Bichergestell,SUBST,bookcase,,Bücherregal,,étagère,pour livres,a mengem Bichergestell loossen d'Tabletten sech an der Héicht verstellen ,BICHERGESTELL1UNI1,a piece of furniture with shelves for storing books,0.7864155769348145,,,a shelf on which to keep books,0.7196558713912964,a piece of furniture with shelves for storing books,English,0.7864155769348145,e Miwwelstéck mat Regaler fir Bicher ofzestellen,E Regall oder Gestell fir Bicher opzestellen an ze späicheren; et besteet aus enger oder méi Placken/Schiefen a ka verstellbar sinn.,"E Stéck Miwwel mat Regaler, op déi Bicher an aner Saache gestallt ginn; dacks géint d’Mauer placéiert an a verschidde Gréissten a Materialie verfügbar."
bidden,VRB,to offer,to provide,bieten,anbieten,offrir,"procurer, proposer",dës Stad huet den Touriste vill ze bidden ,BIDDEN2UNI1,,,Für den Verkauf verfügbar machen.,0.6132364869117737,,,Für den Verkauf verfügbar machen.,German,0.6132364869117737,Fir de Verkaf disponibel maachen.,"ubidden, offréieren oder zur Verfügung stellen; eppes hunn, wat een anere kënne kréien oder erliewen (z. B. Attraktiounen, Méiglechkeeten, Servicer)","Bidden heescht eppes froen oder eng Ufro un een oder un eng méi héich Muecht riichten; och am reliéise Sënn: zu Gott oder Hellegen schwätzen a fir Hëllef, Leedung oder Dank bieden."
Bild,SUBST,picture,painting,Bild,Gemälde,tableau,peinture,ech muss dat neit Bild nach arumme loossen ,BILD1UNI1,graphic art consisting of an artistic composition made by applying paints to a surface,0.6275202631950378,"Künstlerische, zweidimensionale Darstellung.",0.6844872236251831,graphic art consisting of an artistic composition made by applying paints to a surface,0.6275202631950378,graphic art consisting of an artistic composition made by applying paints to a surface,English,0.6275202631950378,"Grafesch Konscht, déi aus enger kënschtlerescher Kompositioun besteet, déi entsteet, andeems Faarf op eng Uewerfläch opgedroen gëtt.","„Bild“: eng visuell Duerstellung, z. B. eng Foto, Zeechnung oder Molerei; kann och en Ikon am Computer bedeiten.","Eng visuell Darstellong oder Reproduktioun vun eppes, wéi eng Foto, Zeechnung oder Molerei; ka konkret (z. B. Portrait) oder abstrakt sinn an déngt fir Informatiounen, Erënnerungen oder Iddien visuell ze vermëttelen."
bilden,VRB,to form,to appear,sich bilden,entstehen,se former,apparaître,op menger Wonn bilt sech schonn e Roff ,BILDEN1UNI3,,,entstehen oder ins Leben gerufen werden,0.7617412805557251,,,entstehen oder ins Leben gerufen werden,German,0.7617412805557251,entstoen oder an d'Liewen geruff ginn,"seng Form oder Gestalt kréien, eppes entstoe loossen oder sech ausformen; an der Medezin: sech ausbilden (z. B. wann op enger Wonn e Roff entsteet)","- Als Verb: eppes formen, gestalten oder entwéckelen; sech e Bild oder eng Meenung maachen.
- Als Substantiv (d’Bilden, selten): d’Formen oder d’Gestalte vu Saachen."
biologesch,ADJ,organic,"eco-friendly, natural",biologisch,"umweltfreundlich, natürlich",biologique,"respectant l'environnement, naturel",Iessen aus biologeschem Ubau gëtt ëmmer méi populär ,BIOLOGESCH1UNI2,simple and healthful and close to nature,0.6063653230667114,,,,,simple and healthful and close to nature,English,0.6063653230667114,"einfacht, gesond a no bei der Natur","Bezitt sech op d’Produktioun oder d’Liewensmëttel, déi no organeschen/ökologesche Prinzipie hiergestallt ginn, also ouni chemesch Synthese-Pestiziden, ouni kënschtlech Dünger an dacks mat respektéierten Déierewuel- a Naturschutzstandarden.","Begrëff, dee sech op d’Biologie bezitt oder mat liewege Systemer a natierleche Prozesser am Zesummenhang steet; och gebraucht fir ze beschreiwen, datt eppes natierlech entstanen oder aus liewege Quelle gewonn ass."
Bistum,SUBST,diocese,,Bistum,,évêché,diocèse,de Bistum ass zoustänneg fir d'Ausbildung vun de Katecheeten ,BISTUM1UNI1,the territorial jurisdiction of a bishop,0.6410343647003174,,,,,the territorial jurisdiction of a bishop,English,0.6410343647003174,d'Jurisdiktioun vun engem Bëschof iwwer e Gebitt,"Kierchereg Bezirk ënner der Leedung vun engem Bëschof, mat administrativer a pastoraler Verantwortung iwwer Paren a reliéis Strukturen an där Regioun.","Eng administrativ-kierchlech Eenheet an der kathoulescher oder anglikanescher Kierch, geleet vun engem Bëschof, mat bestëmmte geographesch Grenzen an eegener Gestioun."
Bläivergëftung,SUBST,lead poisoning,,Bleivergiftung,,saturnisme,,"bei enger Bläivergëftung huet ee Bläi iwwer d'Iessen, duerch Inhalatioun oder iwwer d'Haut opgeholl ",BLAIVERGEFTUNG1UNI1,,,"toxischer Zustand, der durch die Aufnahme von zu viel Blei in den Körper entsteht",0.6474628448486328,,,"toxischer Zustand, der durch die Aufnahme von zu viel Blei in den Körper entsteht",German,0.6474628448486328,"toxesche Zoustand, deen duerch d'Opnam vu ze vill Bläi an de Kierper entsteet","Vergëftung vum Kierper duerch Bläi, déi entsteet wann een Bläi iessen, anootmen oder iwwer d’Haut ophëlt; se kann zu gesondheetleche Problemer wéi Bauchwéi, Kappwéi, neurologesche Stéierungen a Bluttännerunge féieren.","Vergëftung vum Kierper duerch Bläi, meeschtens duerch laangfristeg Opnam vu Bläipartikelen oder -dampen, déi zu Symptomer wéi Kappwéi, Bauchschmäerzen, Middegkeet, neurologesche Stéierungen a bei Kanner zu Entwécklungsstéierungen féiere kann."
blatzeg,ADJ,pale,,farblos,,pâle,,déi blatzeg Riddoe passen net bei déi faarweg Fotellen ,BLATZEG1UNI2,,,von blasser Farbe,0.6804670095443726,,,von blasser Farbe,German,0.6804670095443726,vun bleecher Faarf,"- „blatzeg“ bedeit ouni Faarf, blatz oder faarflos wierkend; langweileg an net opfälleg an der Faarf.","Blatzeg bedeit, datt eppes smooth, rutschëg oder glat ass, ouni Rauheet; et kann och uginn, datt eng Uewerfläch glänzend a liicht fiicht-wierkend ass."
bleiwen,VRB,to remain,"to persist, to be left",bleiben,"fortbestehen, übrig bleiben",rester,subsister,"d'Zäit vergeet, mee d'Problemer bleiwen ",BLEIWEN1UNI3,,,einen Ort beibehalten,0.6637909412384033,,,einen Ort beibehalten,German,0.6637909412384033,op enger Plaz verharren,– net fortgoen; weider do oder am selwechten Zoustand sinn; bestoe bleiwen iwwer eng bestëmmten Zäit hinweg,"Verb dat bedeit “net fortgoen” oder “op enger Plaz/An engem Zoustand weider sinn”; och benotzt fir en dauerhaften oder lafende Zoustand unzeginn (z. B. doheem bleiwen, roueg bleiwen)."
Bluttkreeslaf,SUBST,blood circulation,,Blutkreislauf,,circulation sanguine,,de Student huet am Orall de Bluttkreeslaf vun der Giraff missen erklären ,BLUTTKREESLAF1UNI1,,,"das Blut, das durch das Kreislaufsystem fließt",0.8032875061035156,,,"das Blut, das durch das Kreislaufsystem fließt",German,0.8032875061035156,"d'Blutt, dat duerch d'Kreeslafsystem fléisst","System, an deem d’Blutt duerch de Kierper gepompelt gëtt: d’Häerz dréckt d’Blutt duerch Arterien an Venen, fir Sauerstoff a Nährstoffer un d’Organer ze bréngen an Offallstoffer ofzeféieren.","De Bluttkreeslaf ass de permanente Stroum vum Blutt duerch de Kierper, ugedriwwe vum Häerz, deen iwwer Arterien, Kapillaren an Venen Sauerstoff a Nährstoffer un d’Gewëss liwwert an Offallstoffer ofdréit."
Bolivianer,SUBST,Bolivian,,Bolivianer,,Bolivien,,mäi beschte Frënd ass Bolivianer ,BOLIVIANER1UNI1,a native or inhabitant of Bolivia,0.6695709228515625,,,a native or inhabitant of Bolivia,0.669571042060852,a native or inhabitant of Bolivia,English,0.6695709228515625,"een, deen a Bolivien gebuer ass oder do wunnt",Persoun aus Bolivien; Nationalitéitsbezeechnung fir e Mann vu Bolivien.,Eenzele Persoun aus Bolivien; en Awunner oder Staatsbierger vu Bolivien.
Bordell,SUBST,brothel,,Bordell,,bordel,maison close,an där Strooss ass ee Bordell um aneren ,BORDELL1UNI1,a building where prostitutes are available,0.6841935515403748,,,,,a building where prostitutes are available,English,0.6841935515403748,"E Gebai, an deem Prostituéiert ze kréien sinn.","Etablissement, wou sexuellen Déngschter géint Bezuelung ugebuede ginn; Puff.","Etablissement, an deem sexuellen Déngschter géint Bezuelung ugebuede ginn; och allgemeng als Puff bezeechent."
Botanik,SUBST,botany,,Botanik,,botanique,,meng Schwëster huet sech am Laf vun hire Studien op d'Botanik spezialiséiert ,BOTANIK1UNI1,the branch of biology that studies plants,0.6860493421554565,,,the branch of biology that studies plants,0.6860493421554565,the branch of biology that studies plants,English,0.6860493421554565,"Den Deel vun der Biologie, deen d'Planzen ënnersicht.","Wëssenschaft, déi d’Planzen an all hir Aspekter ënnersicht, inklusiv Opbau, Wuesstem, Verbreedung, Klassifikatioun an Ekologie.","Wëssenschaft, déi d’Planzen an all hir Aspekter ënnersicht, dorënner Opbau, Klassifikatioun, Wuesstem, Verbreedung an Ëmweltbezéiungen."
Botaniker,SUBST,botanist,,Botaniker,,botaniste,,de Cours iwwer eis eenheemesch Planze gouf vun engem Botaniker gehalen ,BOTANIKER1UNI1,a biologist specializing in the study of plants,0.716387927532196,ein auf das Studium der Pflanzen spezialisierter Biologe,0.6163033246994019,a biologist specializing in the study of plants,0.716387927532196,a biologist specializing in the study of plants,English,0.716387927532196,"e Biolog, dee sech op d'Ënnersichung vu Planzen spezialiséiert ass","Wëssenschaftler, deen d’Planzen (hir Struktur, Wuesstem, Klassifikatioun an Ökologie) ënnersicht an beschreift.","Wëssenschaftler oder Fachpersoun, déi Planzen studéiert: hir Struktur, Entwécklung, Klassifikatioun, Liewensraim an ökologesch Zesummenhäng."
Botschafter,SUBST,ambassador,diplomat,Botschafter,Diplomat,ambassadeur,diplomate,d'Staatscheffin huet den neie Botschafter empfaangen ,BOTSCHAFTER1UNI1,a diplomat of the highest rank; accredited as representative from one country to another,0.6706073880195618,,,a diplomat of the highest rank; accredited as representative from one country to another,0.6706074476242065,a diplomat of the highest rank; accredited as representative from one country to another,English,0.6706073880195618,en Diplomat vum héchste Rang; offiziell als Vertrieder vun engem Land bei engem anere Land anerkannt,"Eng Persoun, déi en anert Land offiziell vertrëtt an tëscht de Regierungen vermëttelt; en héichrangegen Diplomat, deen d’Interesse vu sengem Heemechtsland am Auslands vertrëtt.","En offiziellen Vertrieder vun engem Staat oder enger Organisatioun am Ausland, deen diplomatesch Missioune féiert, d’Interesse vu sengem Land vertrëtt an d’Relatioune mat anere Länner pflegt."
Box,SUBST,(pair of) trousers,,Hose,Kleidungsstück,pantalon,,stiech däin Hiem an d'Box ! ,BOX1UNI1,,,,,(usually in the plural) pants for casual wear,0.6423443555831909,(usually in the plural) pants for casual wear,English,0.6423443555831909,(meeschtens am Plural) Hosen fir an der Fräizäit unzedoen,"Ënnerwäsch oder Hosen (Boxerbrietsch) déi een ënnen unhuet; am Beispill ass domat d’Ënnerhos gemeint, an déi een säin Hiem/Top erastéckt.","Eng Këscht oder e Container, meeschtens rechteckeg, aus Kartong, Holz oder Plastik, fir Saachen ze späicheren, ze verpacken oder ze transportéieren; och als Begrëff fir d’Sportaart „Boxen“ (Fauschtkampf)."
Brautkleed,SUBST,wedding dress,,Brautkleid,,robe de mariée,,meng Frëndin krut hiert Brautkleed op d'Mooss gemaach ,BRAUTKLEED1UNI1,,,"ein Kleid, das von der Braut bei einer Hochzeit getragen wird",0.7957159280776978,,,"ein Kleid, das von der Braut bei einer Hochzeit getragen wird",German,0.7957159280776978,"E Kleed, dat vun der Braut bei enger Hochzäit gedroen gëtt.","E festlecht Kleed, dat eng Fra spéitens op hirer Hochzäit unhuet; d’Hochzäitskleed.","Festlecht Kleed, dat eng Fra op hirer Hochzäit dréit; dacks wäiss oder hell a speziell fir d’Bestietnes gemaach."
Brillek,SUBST,porker,young pig,Läufer,Schwein,goret,animal,"eis Fierkele weie knapp 20 Kilo, eis Brilleke schonn dat Duebelt ",BRILLEK1UNI1,a pig fattened to provide meat,0.6337493658065796,,,a pig fattened to provide meat,0.6337493658065796,a pig fattened to provide meat,English,0.6337493658065796,"e Schwäi, dat gemäst gëtt, fir Fleesch ze liwweren","Verklengungsform vu „Brill“; kleng Brëll (oft als Kosenumm oder fir e puer Brëller), heiansdo och als Spëtznumm fir eng Persoun mat markanter Brëll.","Kleng Brëllercher oder eng Brëll (oft dimminutiv a regional/familiär benotzt), normalerweis fir ze gesinn ze hëllefen; kann och als Kosenumm oder humoristesch Form vu “Brëll” gebraucht ginn."
