lemma	pos	en_word	en_definition	sentence	code	wn_definition	confidence	lux_definition
dréchnen	VRB	to dry	to make dry	de Papp dréchent de Kanner de Kapp mam Fön 	DRECHNEN1UNI1	remove the moisture from and make dry	0.7976410388946533	D'Fiichtegkeet ewechhuelen an eppes dréche maachen
dréchnen	VRB	to dry	to become dry	wann dompegt Wieder ass, dréchent d'Wäsch net 	DRECHNEN2UNI1	become dry or drier	0.7794826626777649	Waasser verléieren an ëmmer manner fiicht ginn
Dreck	SUBST	rubbish	waste	ech muss den Dreck nach erofbréngen 	DRECK1UNI3	worthless material that is to be disposed of	0.6189440488815308	Wäertlos Material, dat ewechgehäit gëtt.
dreckeg	ADJ	dirty	unclean	gehei deng dreckeg Wäsch an d'Maandel! 	DRECKEG1UNI1	vile; despicable	0.6373351216316223	Ganz schlëmm; veruechtenswäert
dreckeg	ADJ	dirty	dishonest, unethical	eis Clique gouf an eng dreckeg Affär eragezunn 	DRECKEG1UNI3	unethical or dishonest	0.9217058420181274	net moralesch korrekt oder net éierlech
dreckeg	ADJ	dirty	dishonest, unethical	mir geet et am Ament zimmlech dreckeg ! 	DRECKEG1UNI3_EGS	unethical or dishonest	0.9217058420181274	net moralesch korrekt oder net éierlech
dreckeg	ADJ	dirty	obscene, lewd	de Wiert aus deem Café zielt gären dreckeg Witzen 	DRECKEG1UNI4	vile; despicable	0.6462947130203247	extrem onsympathesch; veruechtenswäert
dreemen	VRB	to dream	during sleep	ech dreemen déi lescht Zäit ëmmer nees dat selwecht 	DREEMEN1UNI1	experience while sleeping	0.6545445322990417	Eppes erliewen, wärend ee schléift.
Dréi	SUBST	shooting	process of filming	d'Stuntfra huet sech beim Dréi vun engem Actionfilm den Aarm gebrach 	DREI1UNI3	make a film or photograph of something	0.6334244608879089	e Film oder eng Foto vu eppes maachen
dréien	VRB	to turn	to rotate	ech kréien de Schlëssel net méi am Schlass gedréit 	DREIEN1UNI1	accomplish by rotating	0.754265308380127	fäerdegbréngen duerch eppes ze dréinen
dréien	VRB	to turn	to rotate	d'Äerdkugel dréit sech ëm hir eegen Achs 	DREIEN1UNI10	accomplish by rotating	0.754265308380127	fäerdegbréngen duerch eppes ze dréinen
dréien	VRB	to turn	to rotate	wat d'Loft méi bléist, wat d'Wandmille méi séier dréit 	DREIEN1UNI4	accomplish by rotating	0.754265308380127	fäerdegbréngen duerch eng Rotatioun
dréien	VRB	to turn	to rotate	mir dréien am Krees 	DREIEN1UNI4_EGS	accomplish by rotating	0.754265308380127	fäerdegbréngen duerch eppes ze dréinen
dréien	VRB	to turn	to change direction	de Wand huet gedréit 	DREIEN1UNI7	a movement in a new direction	0.6929826140403748	eng Beweegung an eng nei Richtung
dréif	ADJ	cloudy	opaque, murky	nom ville Reen ass d'Baach ellen dréif 	DREIF1UNI1	(of liquids) clouded as with sediment	0.6354870796203613	(vu Flëssegkeeten) duerch Sedimenter onkloer gemaach
dreiwen	VRB	to drive	to force to move	fir se ze sträichen, dreift de Bauer d'Kéi an de Stall 	DREIWEN2UNI1	the act of applying force to propel something	0.6918815970420837	D'Handlung, Kraaft unzewennen, fir eppes no vir ze beweegen.
dreiwen	VRB	to drive	to force to move	du dreifs mech mat denge Ligen nach an den Doud! 	DREIWEN2UNI1_EGS	the act of applying force to propel something	0.6918815970420837	D'Handlung, Kraaft unzewennen, fir eppes no vir ze beweegen.
drénken	VRB	to drink	liquids	ech drénke just e Glas Waasser 	DRENKEN1UNI1	take in liquids	0.6945968866348267	Flëssegkeeten zou sech huelen
drénken	VRB	to drink	alcohol	du brauchs keng Fläsch Wäin opzemaachen, hien drénkt näischt 	DRENKEN1UNI7	consume alcohol	0.6895464658737183	Alkohol zou sech huelen
drénken	VRB	to drink	to be an alcoholic	wéi seng Fra gestuerwen ass, huet hien ugefaang mat drénken 	DRENKEN1UNI8	the act of drinking alcoholic beverages to excess	0.6724563837051392	d'Handlung fir ze vill alkoholescht Gedrénks ze konsuméieren
Dress	SUBST	outfit	clothes	mir huet däin eleganten Dress , deen s de gëschter Owend unhas, ganz gutt gefall 	DRESS1UNI1	a set of clothing (with accessories)	0.6857701539993286	Eng Grupp vu Kleeder (mat Accessoiren)
Dressoir	SUBST	dresser	cupboard	mir hunn deen alen Dressoir op de Späicher gestallt 	DRESSOIR1UNI1	a cabinet with shelves	0.6100292205810547	E Miwwelstéck mat Regaler.
drillen	VRB	to drill	in military training	den Adjutant huet gudde Geschéck, fir d'Rekrutten ze drillen 	DRILLEN1UNI1	(military) the training of soldiers to march (as in ceremonial parades) or to perform the manual of arms	0.6617050766944885	(militäresch) d'Soldaten trainéieren, fir am Takt ze marschéieren (wéi bei Zeremonien) oder fir Waffegreffer auszeféieren
Drock	SUBST	pressure	physical force	den Ingenieur huet den Drock an de Maschinne kontrolléiert 	DROCK1UNI1	a force that compels	0.6455110907554626	Eng Kraaft, déi dozou zwéngt, eppes ze maachen.
Drock	SUBST	pressure	physical force	ech hunn Drock op der Blos 	DROCK1UNI1_EGS	a force that compels	0.6455110907554626	Eng Kraaft, déi dozou zwéngt, eppes ze maachen.
Drock	SUBST	pressure	persuasion, intimidation	d'Ministesch huet dem Drock vun der Ëffentlechkeet noginn an demissionéiert 	DROCK1UNI2	exert pressure on someone through threats	0.6485450863838196	Eng Persoun duerch Menacen ënner Drock setzen.
Drock	SUBST	print	process of printing	den éischte Band vum Lexikon ass am Drock 	DROCK2UNI1	reproduce by printing	0.7002496123313904	duerch Drécken eng Kopie hierstellen
Drock	SUBST	print	printed work	dëst Buch ass en Drock aus dem 17. Joerhonnert 	DROCK2UNI2	put into print	0.7450841069221497	Op Pabeier erausbréngen
droen	VRB	to carry	to transport	de Papp dréit säi Bouf vill op de Schëlleren 	DROEN1UNI1	the act of carrying something	0.6429537534713745	d'Aktioun eppes ze halen an ze transportéieren
droen	VRB	to carry	to transport	ech kann hie weeder hiewen nach droen 	DROEN1UNI1_EGS	the act of carrying something	0.6429537534713745	d'Aktioun eppes ze halen an ze transportéieren
Drog	SUBST	drug	narcotic	de Gesondheetsministère huet eng Campagne géint Droge gemaach 	DROG1UNI1	a substance that is used as a medicine or narcotic	0.6840711832046509	Eng Substanz, déi als Medikament oder als Rauschmëttel benotzt gëtt.
Droit	SUBST	law	jurisprudence	eise Jong huet wëlles, Affekot ze ginn, a studéiert am drëtte Joer Droit 	DROIT1UNI1	the branch of philosophy concerned with the law and the principles that lead courts to make the decisions they do	0.6882990002632141	Deel vun der Philosophie, déi sech mam Gesetz an de Grondsätz beschäftegt, no deenen d'Geriichter hir Entscheedunge fällen.
drun	ADV	to be	to be situated	ech si schonn ukomm, wou bass du drun ? 	DRUN2UNI4	occupy a certain position or area; be somewhere	0.7078455090522766	Op enger bestëmmter Plaz oder an engem bestëmmte Beräich sinn; iergendwou sinn
Dubnium	SUBST	dubnium	chemical element	d'Element Dubnium gehéiert zum Grupp vun den Iwwergangsmetaller 	DUBNIUM1UNI1	a transuranic element	0.6310368776321411	en Element mat enger Ordnungszuel méi héich wéi Uranium
Duo	SUBST	duet	musical composition	d'Solisten interpretéieren en Duo fir Gei a Piano 	DUO1UNI1	a musical composition for two performers	0.6850832104682922	e Museksstéck fir zwou Persounen ze spillen
Duo	SUBST	duo	pair of musicians	dee bekannten Duo ass amgaang, säin zweeten Album am Studio opzehuelen 	DUO1UNI2	two performers or singers who perform together	0.6872000098228455	Zwee Kënschtler oder Sänger, déi zesummen optrieden.
Duo	SUBST	duo	pair of people	et ass ëmmer eng lass, wann dee lëschtegen Duo ënnerwee ass 	DUO1UNI3	a pair who associate with one another	0.6078441739082336	Zwee Leit, déi zesummen ënnerwee sinn oder zesummeschaffen.
duuschtereg	ADJ	thirsty	feeling thirst	de Garçon huet deenen duuschterege Kanner eng Limonad zerwéiert 	DUUSCHTEREG1UNI1	feeling a need or desire to drink	0.6462734937667847	d'Gefill hunn, eppes drénke wëllen oder mussen
duuschtereg	ADJ	thirsty	feeling thirst	et ass duuschteregt Wieder 	DUUSCHTEREG1UNI1_EGS	feeling a need or desire to drink	0.6462734937667847	d'Gefill hunn, eppes drénke wëllen oder mussen
Eefällegkeet	SUBST	trifle	little thing	du kanns net fir all Eefällegkeet bei den Dokter goen 	EEFALLEGKEET1UNI2	something of small importance	0.6518142819404602	Eppes wat net vill bedeit.
Eegenschaft	SUBST	quality	characteristic, attribute	d'Frëndlechkeet gehéiert net zu sengen Eegenschaften 	EEGENSCHAFT1UNI1	a characteristic property that defines the apparent individual nature of something	0.704144299030304	eng charakteristesch Eegeschaft, déi déi siichtbar individuell Natur vuppes beschreift
eelzen	VRB	to age	to become visibly older	seng Bom ass an der Lescht ëm Jore gëeelzt 	EELZEN1UNI1	begin to seem older; get older	0.7129234671592712	ufänken méi al auszegesinn; méi al ginn
eemol	ADV	once	one time	mir fueren eemol am Joer e Weekend op Paräis 	EEMOL1UNI1	on one occasion	0.7722504138946533	bei enger eenzeger Geleeënheet
eemol	ADV	once	one time	eemol ass keemol 	EEMOL1UNI1_EGS	on one occasion	0.7722504138946533	bei enger eenzeger Geleeënheet
Effet	SUBST	effect	impression	wat fir en Effet mécht dat op dech? 	EFFET1UNI3	an impression (especially one that is artificial or contrived)	0.6195179224014282	en Androck, besonnesch wann en kënschtlech oder gemaach wierkt
eidel	ADJ	empty	containing nothing	ech hunn déi eidel Këschten am Gaart verbrannt 	EIDEL1UNI1	holding or containing nothing	0.743283748626709	ouni eppes dran oder dran ze hunn
eidel	ADJ	empty	meaningless	ech sinn denger eideler Versprieche midd! 	EIDEL1UNI4	devoid of significance or point	0.6623072028160095	Ouni Bedeitung oder Sënn.
éieren	VRB	to honour	to respect	den Alter soll een éieren 	EIEREN1UNI1	show respect towards	0.6858817338943481	Respekt weisen géintiwwer engem aneren
Éiwegkeet	SUBST	eternity	infinite time	dës Bréck gouf fir d'Éiwegkeet gebaut 	EIWEGKEET1UNI1	time without end	0.740502655506134	Zäit ouni Enn
Éiwegkeet	SUBST	eternity	infinite time	d'Gäscht hunn eng Éiwegkeet op d'Iesse gewaart 	EIWEGKEET1UNI1_EGS	time without end	0.740502655506134	Zäit ouni Enn
ekologesch	ADJ	ecological	relating to ecology	ech hunn eng ekologesch Etüd iwwer de Reebësch gelies 	EKOLOGESCH1UNI1	of or relating to the science of ecology	0.7535378932952881	bezunn op d'Wëssenschaft vun der Bezéiung tëscht Liewewiesen an hirer Ëmwelt
ekonomesch	ADJ	economic	relating to the economy	déi ekonomesch Situatioun vun der Firma ass bedenklech 	EKONOMESCH1UNI1	of or relating to an economy, the system of production and management of material wealth	0.6386516690254211	wat mat der Wirtschaft ze dinn huet, dem System vun der Produktioun a Gestioun vu materiellem Räichtum
elektresch	ADJ	electric	connected with electricity	mir hunn d'elektresch Leitungen ersetze gelooss 	ELEKTRESCH2UNI1	using or providing or producing or transmitting or operated by electricity	0.6371988654136658	mat Stroum funktionéierend, Stroum benotzend, produzéierend oder weiderleedend
eleng	ADJ	alone	on one's own	mir dräi ware ganz eleng am Restaurant 	ELENG1UNI1	without anybody else or anything else	0.6014242172241211	ouni iergendeen aneren oder eppes anescht
ellen	ADJ	wicked	unpleasant	wat ass dat eng elle Welt! 	ELLEN1UNI3	intensely or extremely bad or unpleasant in degree or quality	0.6213309168815613	ganz schlëmm oder onangeneem a senger Intensitéit oder Qualitéit
Emissioun	SUBST	programme	TV, radio	muer den Owend kënnt op der Tëlee eng interessant Emissioun 	EMISSIOUN1UNI1	a radio or television show	0.6758607029914856	eng Sendung um Radio oder um Fernsee
ëmklammen	VRB	to change	between means of public transport	wann ech mam Bus op d'Aarbecht fueren, muss ech zweemol ëmklammen 	EMKLAMMEN1UNI1	change from one vehicle or transportation line to another	0.6154606938362122	vun engem Gefier oder enger Linn op eng aner wiesselen
ëmleeën	VRB	to push	a lever, a switch	ech hunn den Hiewel ëmgeluecht , mee et ass näischt geschitt 	EMLEEEN1UNI3	an electrical switch operated by pressing	0.650970458984375	en elektresche Schalter, deen duerch Drécken aktivéiert gëtt
Emmentaler	SUBST	Emmental	cheese	kanns de fir den Owend e Stéck Emmentaler matbréngen? 	EMMENTALER1UNI1	Swiss cheese with large holes	0.603454053401947	Schwäizer Kéis mat grousse Lächer.
Empfang	SUBST	reception	of broadcast signals	duerch eng nei Antenn konnt den Empfang verbessert ginn 	EMPFANG2UNI2	quality or fidelity of a received broadcast	0.6270986795425415	Qualitéit oder Kloerheet vun enger empfaangener Sendung
ëmräissen	VRB	to outline	to give a summary of	soll ech Iech kuerz ëmräissen , wéi ech dat mengen? 	EMRAISSEN2UNI1	describe roughly or briefly or give the main points or summary of	0.6682898998260498	kuerz oder ongeféier beschreiwen, oder déi wichtegst Punkten zesummefaassen
ëmsteigen	VRB	to change	between means of public transport	wann ech mam Bus op d'Aarbecht fueren, muss ech zweemol ëmsteigen 	EMSTEIGEN1UNI1	change from one vehicle or transportation line to another	0.6154606938362122	vun engem Gefier oder enger Linn op eng aner wiesselen
ënnerbannen	VRB	to stop	to bring to an end	déi Aktivitéite mussen onbedéngt ënnerbonne ginn 	ENNERBANNEN1UNI1	put an end to a state or an activity	0.6105532050132751	engem Zoustand oder enger Aktivitéit en Enn setzen
ënnerdauchen	VRB	to dive	to go under water	hues de d'Int gesinn ënnerdauchen ? 	ENNERDAUCHEN1UNI2	swim under water	0.7595283389091492	Ënnert der Waasseruewerfläch schwammen
Ënnergang	SUBST	shipwreck	of a ship	et hunn nëmmen aacht Persounen den Ënnergang iwwerlieft 	ENNERGANG1UNI2	a wrecked ship (or a part of one)	0.6244271397590637	E futtis Schëff (oder en Deel dovun)
ënnerierdesch	ADJ	underground	beneath the ground	op der Maartplaz gëtt en neien ënnerierdesche Parking gebaut 	ENNERIERDESCH1UNI1	beneath the surface of the earth	0.8629878759384155	ënnert der Uewerfläch vun der Äerd
ënnerscheeden	VRB	to differ	to be different	déi zwou Fotoen ënnerscheeden sech nëmmen duerch e puer Detailer 	ENNERSCHEEDEN1UNI2	be different	0.7555131912231445	net d'selwecht sinn
ënnersträichen	VRB	to underline	to draw a line under	d'Joffer ënnersträicht d'Feeler mat engem roude Bic 	ENNERSTRAICHEN1UNI1	a line drawn underneath (especially under written matter)	0.7827156782150269	eng Linn déi ënnert eppes Geschriwwenem gezunn gëtt
ënnescht	ADJ	bottom	rank, level	ech hunn an der ënneschter Karriär bei der Post ugefaangen 	ENNESCHT1UNI2	the lowest rank	0.7395977973937988	déi niddregst Plaz an enger Ranguerdnung
Ensembel	SUBST	ensemble	set of women's clothes	d'Direktesch vum Musée hat fir de Vernissage en hellbloen Ensembel un 	ENSEMBEL1UNI3	a coordinated outfit (set of clothing)	0.699475109577179	Eng openee ofgestëmmte Kombinatioun vu Kleeder.
Entschëllegung	SUBST	excuse	justification	dat do ass keng Entschëllegung fir Äert schlecht Behuelen! 	ENTSCHELLEGUNG1UNI1	serve as a reason or cause or justification of	0.6320908069610596	Als Grond oder Erklärung fir eppes déngen.
entschlaken	VRB	to purge	to purify	an der Apdikt kritt ee speziellen Téi, fir de Kierper ze entschlaken 	ENTSCHLAKEN1UNI1	rid of impurities	0.6559076309204102	vu Gëfter befreien
entspanen	VRB	to relax	to unwind	an der Sauna kann een sech wonnerbar entspanen 	ENTSPANEN1UNI2	cause to feel relaxed	0.6067308187484741	Maachen, datt ee sech roueg a wuel fillt.
entspanen	VRB	to relax	to unwind	an der Sauna kann ee wonnerbar entspanen 	ENTSPANEN1UNI3	cause to feel relaxed	0.6067308187484741	Maachen, datt ee sech roueg a wuel fillt.
entwäerten	VRB	to devalue	to reduce the worth of	duerch de Flughafe ginn d'Bauplazen entwäert 	ENTWAERTEN1UNI1	lower the value or quality of	0.656793475151062	de Wäert oder d'Qualitéit erofsetzen
Equiliber	SUBST	balance	equilibrium	de Cyclist huet den Equiliber verluer an ass vum Vëlo gefall 	EQUILIBER1UNI3	be in equilibrium	0.8582607507705688	am Gläichgewiicht sinn
erauskéieren	VRB	to play	to behave like	du brauchs elo hei net de Chef erauszekéieren ! 	ERAUSKEIEREN1UNI1	behave in a certain way	0.7022319436073303	sech op eng bestëmmt Aart a Weis verhalen
erausschmaachen	VRB	to taste	to distinguish flavour	an dëser Zooss schmaacht een d'Gewierzer gutt eraus 	ERAUSSCHMAACHEN1UNI1	distinguish flavors	0.7562766075134277	Goûten ausernee halen
erschafen	VRB	to create	to bring into existence	der Bibel no gouf d'Welt vu Gott erschafen 	ERESCHAFEN1UNI1	bring into existence	0.8873504400253296	An d'Existenz bréngen
erfannen	VRB	to invent	to think up, to design	eis Ingenieuren hunn eng nei Produktiounstechnik erfonnt 	ERFANNEN1UNI1	come up with (an idea, plan, explanation, theory, or principle) after a mental effort	0.6073243021965027	no enger geeschteger Ustrengung op eng Iddi, e Plang, eng Erklärung, eng Theorie oder e Prinzip kommen
erfannen	VRB	to invent	to think of, to come up with	d'Schülerin erfënnt ëmmer en neie Grond, fir net misse mat schwammen ze goen 	ERFANNEN1UNI2	come up with (an idea, plan, explanation, theory, or principle) after a mental effort	0.6807515025138855	no enger geeschteger Ustrengung op eng Iddi, e Plang, eng Erklärung, eng Theorie oder e Prinzip kommen
Erfarung	SUBST	experience	event, happening	meng Studienzäit war eng flott Erfarung 	ERFARUNG1UNI1	an event as apprehended	0.6984781622886658	eppes, wat ee matkritt huet an engem Erliefnes
eriwwerbréngen	VRB	to convey	to express	wéi kann een de Sënn vun dësem Wuert eriwwerbréngen ? 	ERIWWERBRENGEN1UNI2	serve as a means for expressing something	0.696851909160614	Als Mëttel déngen, fir eppes auszedrécken.
eriwwergoen	VRB	to cross	to walk across	géi eriwwer , esoulaang d'Luucht nach gréng ass 	ERIWWERGOEN1UNI1	travel across or pass over	0.6105051636695862	vu enger Säit op déi aner Säit goen oder fueren
Ermächtegung	SUBST	authorization	permission	et brauch een eng Ermächtegung , fir e Stand um Maart opzeriichten 	ERMACHTEGUNG1UNI1	official permission or approval	0.6237552165985107	Offiziell Erlabnes oder Zouloossung
ernären	VRB	to feed	to support	hie verdéngt net genuch, fir seng Famill ze ernären 	ERNAREN1UNI2	support or promote	0.6533344984054565	ënnerstëtzen oder fërderen
eskortéieren	VRB	to escort	to protect, to guard	d'Police huet d'Staatscheffin bis op de Flughafen eskortéiert 	ESKORTEIEREN1UNI1	the act of accompanying someone or something in order to protect them	0.6756152510643005	d'Handlung, bei där een eng Persoun oder eppes begleet, fir se ze schützen
esou	ADV	so	to such a degree, to the same extent	et gëtt net vill Schrëftsteller, déi esou brillant schreiwen 	ESOU1UNI1	to a very great extent or degree	0.6975971460342407	op eng ganz héich Mooss oder an engem ganz héije Grad
Espace	SUBST	space	in typography	hanner dem Komma feelt en Espace 	ESPACE1UNI1	a blank character used to separate successive words in writing or printing	0.6377151012420654	E wäisst Zeeche wat benotzt gëtt fir Wierder beim Schreiwen oder Drécken vuneneen ze trennen.
Etymologie	SUBST	etymology	origin of a word	d'Etymologie vun deem Wuert ass mir net bekannt 	ETYMOLOGIE1UNI2	a history of a word	0.7646886110305786	d'Geschicht vun engem Wuert
Europa	NP	Europe	European Union	eng Rei Parteie si géint Europa 	EUROPA1UNI2	the nations of the European continent collectively	0.6104152798652649	D'Länner vum europäesche Kontinent zesummen.
europäesch	ADJ	European	of the European continent	all europäesch Länner waren diplomatesch vertrueden 	EUROPAESCH1UNI1	of or relating to or characteristic of Europe or the people of Europe	0.6022779941558838	wat zu Europa oder zu de Leit aus Europa gehéiert oder fir si typesch ass
Evangelium	SUBST	gospel	teachings of Christ	d'Patere liewe streng nom Evangelium 	EVANGELIUM1UNI1	the four books in the New Testament (Matthew, Mark, Luke, and John) that tell the story of Christ's life and teachings	0.6055352687835693	Déi véier Bicher am Neien Testament (Matthäus, Markus, Lukas a Johannes), déi d'Geschicht vum Liewen a vun de Léiere vu Christus erzielen.
evoluéieren	VRB	to evolve	to change, to develop	d'Lëtzebuerger Ekonomie huet zënter de Siwwenzegerjore staark evoluéiert 	EVOLUEIEREN1UNI1	undergo development or evolution	0.6022506952285767	Eng Entwécklung oder Verännerung duerchmaachen
Excuse	SUBST	excuse	justification	dat do ass eng bëlleg Excuse 	EXCUSE1UNI1	serve as a reason or cause or justification of	0.6320908069610596	Als Grond, Motiv oder Rechtfäerdegung déngen fir eppes ze maachen.
exekutéieren	VRB	to execute	to put to death, to kill	de Verurteelten ass an de fréie Mueresstonnen exekutéiert ginn 	EXEKUTEIEREN1UNI2	kill as a means of socially sanctioned punishment	0.6234157085418701	Ëmbrénge wéi eng Form vu gesellschaftlech unerkanter Strof.
Exekutioun	SUBST	execution	putting to death, killing	déi lescht Exekutioun a Frankräich war 1977 	EXEKUTIOUN1UNI2	putting a condemned person to death	0.659798264503479	Eng veruerteelt Persoun doutmaachen.
Exercice	SUBST	exercise	practice learning task	d'Schüler mussen den Exercice doheem fäerdegmaachen 	EXERCICE1UNI1	learn by repetition	0.6451847553253174	Léieren duerch Widderhuelung
Existenz	SUBST	existence	fact of existing	wie gleeft haut nach un d'Existenz vun Draachen? 	EXISTENZ1UNI1	the state or fact of existing	0.7328258752822876	Den Zoustand oder d'Tatsaach, datt eppes do ass.
exotesch	ADJ	exotic	unusual, extravagant	den Architekt plangt ganz exotesch Haiser 	EXOTESCH1UNI2	strikingly strange or unusual	0.6862231492996216	Opfälleg friem oder ongewéinlech.
Experienz	SUBST	experience	event	meng éischt Vakanz war eng schéin Experienz 	EXPERIENZ1UNI1	an event as apprehended	0.6381665468215942	eppes, wat ee matkritt huet
Exploitatioun	SUBST	exploitation	victimization	d'Exploitatioun vun den Aarbechter gëtt vun de Gewerkschaften elle kritiséiert 	EXPLOITATIOUN1UNI2	an act that exploits or victimizes someone (treats them unfairly)	0.6447762250900269	Eng Dot, bei där ee vun engem anere profitéiert oder en ongerecht behandelt.
Explosioun	SUBST	explosion	detonation	bei der Explosioun an enger Kuelegrouf sinn dräi Leit ëmkomm 	EXPLOSIOUN1UNI1	the act of exploding or bursting	0.6038439273834229	Den Akt vum Platzen oder vum séiere Sprange mat vill Kraaft.
extra	ADJ	special	unusual, distinctive	ech hu mer fir de Gebuertsdag eppes Extraes gewënscht 	EXTRA2UNI5	unique or specific to a person or thing or category	0.6513460278511047	eenzegaarteg oder typesch fir eng Persoun, eng Saach oder eng Kategorie
Exzess	SUBST	excess	overindulgence	mat sengen Exzesser ruinéiert e seng Gesondheet 	EXZESS1UNI1	excessive indulgence	0.8836401104927063	Iwwerméissegt Genéisse kënnen
faassen	VRB	to hold	to contain	eise Mazoutstank faasst 3000 Liter 	FAASSEN1UNI8	contain or hold; have within	0.6289359331130981	Eppes bannent sech hunn oder droen; eppes an sech dran hunn
Fabrick	SUBST	factory	industrial plant	mäi Monni huet 30 Joer op der Fabrick geschafft 	FABRICK1UNI1	a plant consisting of one or more buildings with facilities for manufacturing	0.6957386136054993	Eng Plaz mat engem oder méi Gebaier, déi Ariichtungen hunn, fir Wueren hierzestellen.
Face	SUBST	facade	of a building	mir kréien am Fréijoer eng nei Face 	FACE1UNI1	the face or front of a building	0.7015104293823242	D'Viischtsäit oder Front vun engem Gebai.
Faïencerie	SUBST	pottery	workshop, factory	an der Faïencerie gëtt de Parzeläin deelweis nach op der Hand bemoolt 	FAIENCERIE1UNI1	a workshop where clayware is made	0.6822198033332825	Eng Plaz wou Géigestänn aus Toun hiergestallt ginn.
falsch	ADJ	false	artificial, fake, counterfeit	zënter sengem Accident huet dee jonke Mann falsch Zänn 	FALSCH1UNI4	not genuine or real; being an imitation of the genuine article	0.6139518022537231	net echt oder net wierklech; eng Imitatioun vum Original
familiär	ADJ	family	related to family	aus familiäre Grënn huet eis Mataarbechterin dräi Deeg Congé geholl 	FAMILIAR1UNI1	a person having kinship with another or others	0.6152053475379944	eng Persoun, déi mat enger anerer oder aneren duerch Familljebezéiunge verbonnen ass
Fan	SUBST	fan	admirer	ech sinn e grousse Fan vu schwaarzem Humor 	FAN1UNI1	an ardent follower and admirer	0.7735582590103149	E begeeschterten Unhänger an Bewonnerer
Fanger	SUBST	finger	of the hand	den Aarbechter huet sech mat der See e Fanger erofgeschnidden 	FANGER1UNI1	any of the terminal members of the hand (sometimes excepting the thumb)	0.6488686800003052	All eenzel Deeler um Enn vun der Hand (heiansdo ouni den Daum).
Fanger	SUBST	finger	of the hand	bleif mat dengen (ongeseenten) Fangeren dovun ewech! 	FANGER1UNI1_EGS	any of the terminal members of the hand (sometimes excepting the thumb)	0.6488686800003052	All eenzel Deeler um Enn vun der Hand (heiansdo ouni den Daum).
Fanger	SUBST	finger	of a glove	d'Fangere vu mengen Händsche si vir op 	FANGER1UNI2	one of the parts of a glove that provides covering for a finger or thumb	0.6253342628479004	Ee vun den Deeler vun engem Händschong, deen e Fanger oder en Daum bedeckt.
Fassad	SUBST	facade	of a building	d'Noperen hu wëlles, hir Fassad rout usträichen ze loossen 	FASSAD1UNI1	the face or front of a building	0.7015104293823242	d'Viischtsäit oder Front vun engem Gebai
Faveur	SUBST	favour	act of kindness	kéint Dir mir eng Faveur maachen? 	FAVEUR1UNI1	an act of gracious kindness	0.8609245419502258	eng frëndlech an hëllefsbereet Handlung
favoriséieren	VRB	to favour	to give an advantage to, to give preferential treatment to	dëse Steiersystem favoriséiert déi Leit, déi net vill verdéngen 	FAVORISEIEREN1UNI1	an advantage to the benefit of someone or something	0.7303481698036194	e Virdeel, deen engem oder eppes zegutt kënnt
Feeler	SUBST	mistake	inaccuracy	de Bouf hat vill Feeler an sengem Diktat 	FEELER1UNI1	to make a mistake or be incorrect	0.6232430934906006	Eppes falsch maachen oder net richteg sinn
Feelschlag	SUBST	flop	failure	dem jonke Regisseur säin éischte Film war e komplette Feelschlag 	FEELSCHLAG1UNI1	a complete failure	0.6951345205307007	e komplette Mësserfolleg
feelschloen	VRB	to fail	to be unsuccessful	all eis Versich si feelgeschloen 	FEELSCHLOEN1UNI1	be unsuccessful	0.8628107905387878	Keen Erfolleg hunn
Feescht	SUBST	heel	of a foot	jidder Leefer passt op, deem virdrun net an d'Feescht ze trëppelen 	FEESCHT1UNI1	the back part of the human foot	0.611465334892273	Hannert Deel vum mënschleche Fouss
Feier	SUBST	fire	combustion, burning	d'Kontroll vum Feier war eng bedeitend Etapp an der Entwécklung vun der Mënschheet 	FEIER1UNI3	the process of combustion of inflammable materials producing heat and light and (often) smoke	0.6848669052124023	De Virgang, bei deem brennbart Material verbrennt gëtt, wat Hëtzt, Liicht an dacks och Damp entstoe léisst.
Feier	SUBST	fire	combustion, burning	si fäerten hien ewéi d'Feier 	FEIER1UNI3_EGS	the process of combustion of inflammable materials producing heat and light and (often) smoke	0.6848669052124023	De Virgang, bei deem brennbart Material verbrennt gëtt, wat Hëtzt, Liicht an dacks och Damp entstoe léisst.
Feierdag	SUBST	holiday	public holiday	ech muss heiansdo sonndes oder op engem Feierdag schaffen 	FEIERDAG1UNI1	a day on which work is suspended by law or custom	0.6004155874252319	En Dag, un deem duerch Gesetz oder Traditioun net geschafft gëtt.
Feind	SUBST	enemy	personal enemy	hien huet keng Feinden , hie verdréit sech mat jidderengem! 	FEIND1UNI1	a personal enemy	0.9231346249580384	eng Persoun, mat där ee verfeind ass
Feind	SUBST	enemy	personal enemy	bei esou Frënn brauch ee keng Feinden 	FEIND1UNI1_EGS	a personal enemy	0.9231346249580384	eng Persoun, mat där ee verfeind ass
Feind	SUBST	enemy	military enemy	vill Leit goufen nom Krich bestrooft, well se mam Feind collaboréiert haten 	FEIND1UNI2	an opposing military force	0.7853810787200928	eng militäresch Géigepartei
Feind	SUBST	enemy	natural enemy	de Fuuss huet keng (natierlech) Feinden 	FEIND1UNI3	a personal enemy	0.6603415012359619	eng Persoun, mat där ee verfeind ass
