lemma	pos	en_word	en_definition	sentence	code	wn_definition	confidence	lux_definition
briechen	VRB	to break	into pieces	d'Kanner hu beim Spillen eng Vas gebrach 	BRIECHEN1UNI1	go to pieces	0.7504093647003174	ginn an de Stécker
briechen	VRB	to break	into pieces	owes war ech ewéi gebrach 	BRIECHEN1UNI1_EGS	go to pieces	0.7504093647003174	ginn an de Stécker
Brillek	SUBST	porker	young pig	eis Fierkele weie knapp 20 Kilo, eis Brilleke schonn dat Duebelt 	BRILLEK1UNI1	a pig fattened to provide meat	0.6337493658065796	e Schwäin, dat fir Fleesch gemëscht gëtt
Broch	SUBST	fracture	of a bone	wann de Broch gutt verheelt ass, kënne mer de Gips erofhuelen 	BROCH1UNI1	fracture a bone of	0.6298167705535889	Fracture vun engem Knauf
Broderie	SUBST	embroidery	piece of embroidery	si haten um Basar wonnerschéi Broderien ausgestallt 	BRODERIE1UNI1	decorative needlework	0.7016741037368774	dekorativ Handwierk
brutschelen	VRB	to simmer	to boil gently	de Kach léisst d'Zooss am Dëppe brutschelen 	BRUTSCHELEN1UNI1	boil slowly at low temperature	0.6820759177207947	kuchen lues bei niddreger Temperatur
Buch	SUBST	book	written or printed work	ech liese grad e spannend Buch 	BUCH1UNI1	a written work or composition that has been published (printed on pages bound together)	0.6572070717811584	e geschriwwen Wierk oder eng Kompositioun, déi publizéiert gouf (op zesummegebundene Säiten gedréckt)
Buch	SUBST	book	written or printed work	hie schwätzt ewéi e Buch ouni Deckelen 	BUCH1UNI1_EGS	a written work or composition that has been published (printed on pages bound together)	0.6572070717811584	e geschriwwen Wierk oder eng Kompositioun, déi publizéiert gouf (op zesummegebundene Säiten gedréckt)
buchen	VRB	to book	to reserve	mir hunn eis Rees dräi Méint am Viraus gebucht 	BUCHEN1UNI1	arrange for and reserve (something for someone else) in advance	0.611806333065033	(eppes fir een aneren) am Viraus arrangéieren an reservéieren
Bügel	SUBST	bugle	bugle-horn	um Galaconcert huet eise fréieren Dirigent e Solo um Bügel gespillt 	BUGEL1UNI1	play on a bugle	0.68904709815979	op enger Trompett spillen
Bull	SUBST	ball	round object	ech hätt gär eng Bull Glace, wannechgelift! 	BULL1UNI1	round object that is hit or thrown or kicked in games	0.7190232276916504	Ronn Objet, dat bei Spiller geschloen oder geworf oder gekippt gëtt
Bün	SUBST	stage	of a theatre	um Enn vum Stéck sinn d'Acteuren alleguer op d'Bün komm 	BUN1UNI1	the theater as a profession (usually `the stage')	0.6737533211708069	"Theater als Beruff (normalerweis ""the stage"")"
Bün	SUBST	stage	of a theatre	de Kongress ass gutt iwwer d'Bün gaangen 	BUN1UNI1_EGS	the theater as a profession (usually `the stage')	0.6737533211708069	"Theater als Beruff (normalerweis ""the stage"")"
Bunn	SUBST	lane	of a road	déi lénks Bunn ass wéinst engem Accident gespaart 	BUNN1UNI2	a narrow way or road	0.6357423663139343	eng schmuel Strooss oder Strooss
Büro	SUBST	office	workplace	meng Mamm geet all Dag ëm déi selwecht Zäit op de Büro 	BURO1UNI2	a job in an organization	0.6439511775970459	eng Aarbecht an enger Organisatioun
buschtawéieren	VRB	to spell	letters of a word	d'Joffer buschtawéiert de Kanner déi schwéier Wierder 	BUSCHTAWEIEREN1UNI1	write or name the letters that comprise the conventionally accepted form of (a word or part of a word)	0.6467585563659668	schreiwen oder nennen d'Buchstawen, déi d'konventionell akzeptéiert Form vun (e Wuert oder Deel vun engem Wuert) ausmaachen
Buttek	SUBST	stuff	belongings	huel däi ganze Buttek a maach dech ewech! 	BUTTEK1UNI2	informal terms for personal possessions	0.6676928997039795	informell Begrëffer fir perséinlech Besëtz
Buttek	SUBST	row	quarrel	mir hu scho jorelaang Buttek mat eisem Noper 	BUTTEK1UNI3	an angry dispute	0.7964656949043274	eng rosen Streiderei
buuschteg	ADJ	hairy	covered with hair	wat huet dee buuschteg Been! 	BUUSCHTEG1UNI1	having or covered with hair	0.7522096633911133	mat oder bedeckt mat Hoer
celibataire	ADJ	single	unmarried	wann s de celibataire bass, fäls de an eng aner Steierklass ewéi bestuete Leit 	CELIBATAIRE1UNI1	not married or related to the unmarried state	0.643522322177887	net bestuet oder verbonne mat der net bestuete Staat
Chaîne	SUBST	chain	of businesses, business group	vill kleng Epicerië gi vun de grousse Chaînen iwwerholl 	CHAINE1UNI1	(business) a number of similar establishments (stores or restaurants or banks or hotels or theaters) under one ownership	0.6510428190231323	(Geschäft) eng Rei ähnlech Etablissementer (Geschäfter oder Restauranten oder Banken oder Hoteler oder Theateren) ënner engem Besëtzer
Champignon	SUBST	mushroom	fungus	de Grousspapp ass mat sengen Enkelen an de Bësch Champignone plécken 	CHAMPIGNON1UNI1	mushrooms and related fleshy fungi (including toadstools, puffballs, morels, coral fungi, etc.)	0.6294311285018921	Pilze a verwandte fleescheg Pilze (och Kräuter, Puffballs, Morels, Korallenpilze, etc.)
Champignon	SUBST	mushroom	fungus	an deem neie Quartier schéissen d'Haiser wéi Champignonen aus dem Buedem 	CHAMPIGNON1UNI1_EGS	mushrooms and related fleshy fungi (including toadstools, puffballs, morels, coral fungi, etc.)	0.6294311285018921	Pilze a verwandte fleescheg Pilze (och Kräuter, Puffballs, Morels, Korallenpilze, etc.)
Chance	SUBST	chances	prospects, hopes	d'Juristin huet gutt Chancen , Directrice vun der Firma ze ginn 	CHANCE1UNI3	the possibility of future success	0.6638875007629395	d'Méiglechkeet vun zukünftege Succès
changéieren	VRB	to change	to replace	an dësem Hotel ginn d'Bueddicher all Dag changéiert 	CHANGEIEREN1UNI2	exchange or replace with another, usually of the same kind or category	0.6476409435272217	Austausch oder Ersatz mat engem aneren, normalerweis vun der selwechter Aart oder Kategorie
changéieren	VRB	to change	to vary, to alter, to replace	eise Chef changéiert stänneg seng Meenung 	CHANGEIEREN1UNI3	the result of alteration or modification	0.6583428978919983	d'Resultat vun der Verännerung oder der Modifikatioun
changéieren	VRB	to change	to become different	d'Wieder huet an de leschten Deeg changéiert 	CHANGEIEREN1UNI5	become different in some particular way, without permanently losing one's or its former characteristics or essence	0.6923227906227112	an enger bestëmmter Manéier anescht ginn, ouni permanent seng oder hir fréier Charakteristiken oder Essenz ze verléieren
Changement	SUBST	change	alteration	et gëtt e Changement an der Zesummesetzung vum Kommitee 	CHANGEMENT1UNI1	the result of alteration or modification	0.697472095489502	d'Resultat vun der Verännerung oder der Modifikatioun
Chardonnay	SUBST	Chardonnay	type of grape	haut hu mer de ganzen Dag Chardonnay gelies 	CHARDONNAY1UNI1	white wine grape	0.7721648812294006	Wäissweinegruuwer
Chardonnay	SUBST	Chardonnay	wine	vun all de Wäiner hunn ech de Chardonnay am léifsten 	CHARDONNAY1UNI2	white wine grape	0.6916118860244751	Wäissweinegruuwer
Charge	SUBST	charge	responsibility, duty	ech hunn d'Charge vum President vun der Associatioun ugeholl 	CHARGE2UNI4	assign a duty, responsibility or obligation to	0.750706136226654	eng Aufgab, Verantwortung oder Verpflichtung ze ginn
Cheemiker	SUBST	chemist	scientist	hie schafft als Cheemiker an engem Laboratoire 	CHEEMIKER1UNI1	a scientist who specializes in chemistry	0.7194474935531616	e Wëssenschaftler, dee sech op Chemie spezialiséiert huet
Chimist	SUBST	chemist	scientist	hie schafft als Chimist an engem Laboratoire 	CHIMIST1UNI1	a scientist who specializes in chemistry	0.7194474935531616	e Wëssenschaftler, dee sech op Chemie spezialiséiert huet
Chirurgie	SUBST	surgery	branch of medicine	ech hunn op enger bekannter Uni am Ausland Chirurgie studéiert 	CHIRURGIE1UNI1	the branch of medical science that treats disease or injury by operative procedures	0.7050586938858032	de Branche vun der medizinescher Wëssenschaft, déi Krankheet oder Verletzung duerch operative Prozeduren behandelt
Choix	SUBST	choice	choosing	ech loosse mech beim Choix vu menge Kleeder gär beroden 	CHOIX1UNI2	the act of choosing or selecting	0.6765574216842651	d'Akt vun der Wiel oder Auswiel
Client	SUBST	client	of a lawyer	den Affekot verteidegt säi Client viru Geriicht 	CLIENT1UNI2	a person who seeks the advice of a lawyer	0.6712265610694885	eng Persoun, déi sech bei engem Affekot beroden huet
Commemoratiounsfeier	SUBST	commemoration	ceremony	de leschte Sonndeg war eng Commemoratiounsfeier , fir un d'Enn vum Krich ze erënneren 	COMMEMORATIOUNSFEIER1UNI1	a ceremony to honor the memory of someone or something	0.6579350233078003	eng Zeremonie fir d'Erënnerung un een oder eppes ze éieren
Communautéit	SUBST	community	group of people	déi verschidde Communautéiten hu Vertrieder op de Kongress geschéckt 	COMMUNAUTEIT1UNI1	a group of people living in a particular local area	0.645928680896759	eng Grupp vu Leit, déi an engem bestëmmte lokale Beräich liewen
Convocatioun	SUBST	summons	to appear in court	wéinst där luscher Affär kruten si eng Convocatioun fir op d'Geriicht 	CONVOCATIOUN1UNI1	call in an official matter, such as to attend court	0.6430148482322693	eng offiziell Affär anzeschreiwen, zum Beispill fir am Geriicht ze sinn
Coupe	SUBST	cut	tailoring	déi Coupe do geet der net! 	COUPE3UNI2	style and tailor in a certain fashion	0.7314175963401794	Stil a Schneider op eng gewësse Manéier
Cours	SUBST	course	lectures, classes	dee Professer hält en interessante Cours 	COURS1UNI2	education imparted in a series of lessons or meetings	0.6194444298744202	Ausbildung an enger Serie vu Lektiounen oder Versammlungen
Course	SUBST	race	competition	ech si bei der Course als Drëtten iwwer d'Arrivée gefuer 	COURSE1UNI1	any competition	0.6543089747428894	all Konkurrenz
Couvert	SUBST	cutlery	utensils	an der Hotelschoul léiert een, wéi een d'Couverte richteg leet 	COUVERT1UNI2	tableware implements for cutting and eating food	0.6315748691558838	Dëschgeschir fir d'Iessen ze schneiden an ze iessen
dacks	ADV	often	in many cases	d'Locatairë sinn dacks net gutt iwwer hir Rechter a Flichten informéiert 	DACKS1UNI2	in many cases or instances	0.7834784984588623	an villen Fäll oder Fäll
däischter	ADJ	dark	of sombre colour	fir d'Begriefnes hat mäin Neveu en däischtere Paltong un 	DAISCHTER1UNI1	(used of color) having a dark hue	0.6104722023010254	(d'Faarf benotzt) mat engem donkele Faarf
däischter	ADJ	dark	of sombre colour	firwat kucks de esou däischter dran? 	DAISCHTER1UNI1_EGS	(used of color) having a dark hue	0.6104722023010254	(d'Faarf benotzt) mat engem donkele Faarf
Däischtert	SUBST	darkness	without light	der Eil hir Ae liichten an der Däischtert 	DAISCHTERT1UNI1	absence of light or illumination	0.7021341323852539	d'Fehlen vu Liicht oder Beleuchtung
däitlech	ADJ	clear	with no room for doubt	fir mech ass dat do kloer an däitlech 	DAITLECH1UNI2	free from confusion or doubt	0.6142740845680237	Fräi vu Verwirrung oder Zweifel
Damm	SUBST	queen	chess piece	deen ee vun de Schachspiller huet seng Damm direkt verluer 	DAMM2UNI3	(chess) the most powerful piece	0.7475501894950867	(Schach) déi mächtegst Stéck
därmoossen	ADV	so	to such a degree	ech war därmoossen erféiert, datt ech nach laang dono geziddert hunn 	DARMOOSSEN1UNI1	to a very great extent or degree	0.6446107625961304	an engem ganz groussen Ausmooss oder Grad
datéieren	VRB	to date	to mark with a date	de Bréif muss nach datéiert ginn 	DATEIEREN1UNI1	stamp with a date	0.8002471327781677	Stempel mat engem Datum
daten	VRB	to date	to go on a date with, to go out with	ech daten zënter Kuerzem mäin neien Noper 	DATEN2UNI1	go on a date with	0.7060208320617676	mat engem Date goen
Datum	SUBST	date	day of the month or year	kommt, mir verleeën d'Versammlung op e spéideren Datum ! 	DATUM1UNI1	the specified day of the month	0.8252881765365601	den spezifizéierte Dag vum Mount
Debat	SUBST	debate	discussion, argument	am Kommitee gouf et en heftegen Debat iwwer d'Opstelle vun neie Statuten 	DEBAT1UNI1	have an argument about something	0.7627845406532288	eng Diskussioun hunn
decidéieren	VRB	to decide	to make a decision	den Owend decidéiere mer, wuer mer an d'Vakanz ginn 	DECIDEIEREN1UNI1	cause to decide	0.7145639657974243	Ursaach fir ze entscheeden
Déckt	SUBST	thickness	dimension	wat fir eng Déckt hunn d'Late vun Ärem Parquet? 	DECKT1UNI1	the dimension through an object as opposed to its length or width	0.6088948249816895	D'Dimensioun duerch en Objet am Géigesaz zu senger Längt oder Breet
deelen	VRB	to share	to use together	de Student deelt d'Kichen an d'Buedzëmmer mat sengem Kolleeg 	DEELEN1UNI2	use jointly or in common	0.6140709519386292	gemeinsam oder gemeinsam benotzen
deelen	VRB	to fork	to branch	do, wou de Wee sech deelt , musse mer no riets goen 	DEELEN1UNI5	the act of branching out or dividing into branches	0.607886791229248	d'Aktioun vun der Verzweigung oder der Divisioun an de Branchen
Defensiv	SUBST	defense	in a team sport	d'Dammenekipp huet sech dës Saison virum allem an der Defensiv stabiliséiert 	DEFENSIV2UNI2	(sports) the team that is trying to prevent the other team from scoring	0.6351312398910522	(Sport) d'Equipe, déi probéiert, d'nächst Team ze verhënneren, ze punkten
defiléieren	VRB	to march	to march past	d'Truppe si laanscht d'Tribün mat den Éieregäscht defiléiert 	DEFILEIEREN1UNI1	force to march	0.6742512583732605	Kraaft fir ze marschieren
déidlech	ADJ	fatal	causing death	meng Aarbechtskolleegin huet eng déidlech Krankheet 	DEIDLECH1UNI1	bringing death	0.7267811894416809	Doud bréngen
déidlech	ADJ	fatal	causing death	déi Ried do war déidlech ! 	DEIDLECH1UNI1_EGS	bringing death	0.7267811894416809	Doud bréngen
deklaréieren	VRB	to declare	to announce officially	d'Hëllefsorganisatioun huet deklaréiert , datt d'Epidemie am Ament ënner Kontroll ass 	DEKLAREIEREN1UNI1	announce publicly or officially	0.7646523714065552	ëffentlech oder offiziell annoncéieren
Dekoratioun	SUBST	decoration	medal, award	déi fräiwëlleg Mataarbechter krute fir hiren Asaz eng Dekoratioun 	DEKORATIOUN1UNI2	an award for winning a championship or commemorating some other event	0.6913902163505554	eng Auszeechnung fir e Meeschterschaft ze gewannen oder e puer aner Evenement ze feieren
dekoréieren	VRB	to decorate	to add ornaments	d'Elteren hunn de Chrëschtbeemche mat Girlanden a Käerzen dekoréiert 	DEKOREIEREN1UNI1	provide with decoration	0.6713408827781677	mat Dekoratioun
dekoréieren	VRB	to decorate	to give a medal to	den Offizéier ass vum Grand-Duc dekoréiert ginn 	DEKOREIEREN1UNI2	award a mark of honor, such as a medal, to	0.7224201560020447	e Gewënnstéck, wéi eng Medaille, un
dement	ADJ	senile	suffering from dementia	ech si vum Geriicht Tuteur iwwer meng Mamm genannt ginn, well se dement ass 	DEMENT1UNI1	mentally or physically infirm with age	0.6322476863861084	mental oder kierperlech kranke mat Alter
Demokratie	SUBST	democracy	political concept	d'Demokratie garantéiert alle Bierger déi selwecht Grondrechter 	DEMOKRATIE1UNI1	a political system in which the supreme power lies in a body of citizens who can elect people to represent them	0.6413436532020569	e politescht System, an deem déi héchste Muecht an engem Kierper vu Bierger läit, déi Leit wielen kënnen, déi se vertrieden
demonstréieren	VRB	to demonstrate	to prove by showing	eise Chimiesprofesser huet d'Theorie mat engem Experiment demonstréiert 	DEMONSTREIEREN1UNI1	provide evidence for; stand as proof of; show by one's behavior, attitude, or external attributes	0.6069350838661194	Beweis fir; als Beweis fir; duerch säi Verhalen, seng Haltung oder sengen externen Attributer weisen
dënn	ADJ	thin	of little thickness	op den Diech läit eng dënn Kusch Schnéi 	DENN1UNI2	make thin or thinner	0.630684494972229	maachen dënn oder méi dënn
Deprimm	SUBST	depression	despondency	hie krut eng Deprimm , wéi e seng Aarbecht verluer huet 	DEPRIMM1UNI1	sad feelings of gloom and inadequacy	0.6969655156135559	traureg Gefiller vu Mësstrauen an Inadequaatkeet
derangéieren	VRB	to bother	to inconvenience	derangéiert et Iech, wann ech fëmmen? 	DERANGEIEREN1UNI2	to cause inconvenience or discomfort to	0.7140445709228516	fir Onbequemheet oder Onbequemheet ze verursaachen
Dermatologie	SUBST	dermatology	branch of medicine	d'Behandlung vum Hautkriibs fält ënner de Beräich vun der Dermatologie 	DERMATOLOGIE1UNI1	the branch of medicine dealing with the skin and its diseases	0.722618579864502	de Branche vun der Medizin, déi sech mat der Haut a sengen Krankheeten beschäftegt
deshydratéieren	VRB	to dehydrate	lose water from the body	well am Alter dat natierlecht Duuschtgefill noléisst, besteet de Risiko, datt Patienten deshydratéieren 	DESHYDRATEIEREN1UNI1	lose water or moisture	0.7912766337394714	Verléiert Waasser oder Feuchtigkeit
developpéieren	VRB	to develop	to evolve, to unfold	déi Saach muss sech nach richteg developpéieren 	DEVELOPPEIEREN1UNI3	grow, progress, unfold, or evolve through a process of evolution, natural growth, differentiation, or a conducive environment	0.7002675533294678	wuessen, Fortschrëtt, Entwécklung oder Entwécklung duerch e Prozess vun der Evolutioun, natierleche Wuesstum, Differenzéierung oder e förderlecht Ëmfeld
Dialog	SUBST	dialogue	discussion	d'Gewerkschafte setzen sech fir de sozialen Dialog an 	DIALOG1UNI1	a discussion intended to produce an agreement	0.6561662554740906	eng Diskussioun déi en Accord soll erreechen
Diamant	SUBST	diamond	precious stone	den Diamant ass dat häertst Mineral 	DIAMANT1UNI1	a transparent piece of diamond that has been cut and polished and is valued as a precious gem	0.6213938593864441	e transparenten Diamantstéck, dee geschnidden a poliert gouf an als wäertvollen Edelsteen geschätzt gëtt
dichteg	ADJ	strapping	big, strong	aus deem daierleche Bëbee ass en dichtege Bouf ginn 	DICHTEG1UNI3	muscular and heavily built	0.6185256838798523	Muskulös a schwéier gebaut
Dickelchen	SUBST	bird	young woman	ech froe mech, wat dat jonkt Dickelchen un deem ale Kärel do fënnt? 	DICKELCHEN1UNI2	informal terms for a (young) woman	0.6495412588119507	informell Begrëffer fir eng (jonke) Fra
diktéieren	VRB	to dictate	to give orders	mäi Brudder léisst sech vu kengem diktéieren , wéi en sech ze behuelen huet 	DIKTEIEREN1UNI2	issue commands or orders for	0.6554577350616455	Kommandoen oder Uerder fir
diplomatesch	ADJ	diplomatic	tactful	deng Manéier, fir mat der Dier an d'Haus ze falen, ass net ganz diplomatesch 	DIPLOMATESCH1UNI2	using or marked by tact in dealing with sensitive matters or people	0.6238353252410889	mat oder duerch Taktik am Ëmgang mat sensiblen Themen oder Leit
dirigéieren	VRB	to conduct	a musical ensemble	ech dirigéieren zënter 25 Joer de Kierchechouer an eisem Duerf 	DIRIGEIEREN1UNI3	lead musicians in the performance of	0.7459291815757751	féierend Museker bei der Leeschtung vun
Diskretioun	SUBST	discretion	care, tact	Dir sidd gebieden, dës Informatioune mat där néideger Diskretioun ze behandelen 	DISKRETIOUN1UNI1	refined taste; tact	0.6013597249984741	raffinéiert Geschmaach; Taktik
Diskriminatioun	SUBST	discrimination	prejudice against, disadvantaging	d'Diskriminatioun vu Minoritéite féiert zu soziale Spannungen 	DISKRIMINATIOUN1UNI1	unfair treatment of a person or group on the basis of prejudice	0.7000002264976501	ongerecht Behandlung vun enger Persoun oder Grupp op Basis vu Virurteeler
Diskussioun	SUBST	discussion	conversation, debate	déi laang Diskussioun huet zu kengem konkreete Resultat geféiert 	DISKUSSIOUN1UNI1	an exchange of views on some topic	0.6927967071533203	e Wiessel vu Meenungen iwwer e puer Themen
Disziplin	SUBST	discipline	good behaviour	de Schoulmeeschter hält a senger Klass op Disziplin 	DISZIPLIN1UNI1	the trait of being well behaved	0.6800528764724731	d'Fäegkeet, sech gutt ze behuelen
Disziplin	SUBST	discipline	branch of knowledge	ass d'Homeopathie als wëssenschaftlech Disziplin unerkannt? 	DISZIPLIN1UNI3	a branch of knowledge	0.9599902629852296	e Beräich vum Wëssen
Divisioun	SUBST	division	mathematical operation	d'Kanner kruten haut an der Schoul gewisen, wéi een eng Divisioun mécht 	DIVISIOUN1UNI1	an arithmetic operation that is the inverse of multiplication; the quotient of two numbers is computed	0.6607360243797302	eng arithmetesch Operatioun déi d'Invers vun der Multiplikatioun ass; de Quotient vun zwou Zuelen gëtt berechent
Divisioun	SUBST	division	military formation	de Generol ass mat senger Divisioun an de Manöver geschéckt ginn 	DIVISIOUN1UNI3	an army unit large enough to sustain combat	0.6564838290214539	eng Arméi-Eenheet, déi grouss genuch ass fir am Kampf ze bleiwen
do	ADV	there	at a place	do am Eck ass Plaz fir däi Vëlo 	DO1UNI1	in or at that place	0.7092560529708862	an oder op där Plaz
doen	VRB	to make	to cause, to oblige	de Clown huet d'Kanner laache gedoen 	DOEN1UNI3	cause to do; cause to act in a specified manner	0.7181053161621094	Ursaach ze maachen; Ursaach op eng spezifesch Manéier ze handelen
dominéieren	VRB	to dominate	to control	looss dech net vun deem dominéieren ! 	DOMINEIEREN1UNI3	be in control	0.6785503625869751	Kontrolléieren
Dominicaner	SUBST	Dominican	person from the island of Dominica	mäi beschte Frënd ass Dominicaner 	DOMINICANER1UNI1	a native or inhabitant of the Dominican Republic	0.6559543013572693	E Gebuertsdeeg oder Awunner vun der Dominikanescher Republik
dominicanesch	ADJ	Dominican	of the island of Dominica	op eiser Rees hu mir déi dominicanesch Kultur kenne geléiert 	DOMINICANESCH1UNI1	of or relating to Saint Dominic or the Dominican order	0.6606599688529968	vun oder am Zesummenhang mat Saint Dominic oder dem Dominikaner Uerdnung
Dominikaner	SUBST	Dominican	person from the Dominican Republic	mäi beschte Frënd ass Dominikaner 	DOMINIKANER1UNI1	a native or inhabitant of the Dominican Republic	0.8251112103462219	E Gebuertsdeeg oder Awunner vun der Dominikanescher Republik
Dominikanerin	SUBST	Dominican	female person from the Dominican Republic	meng bescht Frëndin ass Dominikanerin 	DOMINIKANERIN1UNI1	a native or inhabitant of the Dominican Republic	0.7095761895179749	E Gebuertsdeeg oder Awunner vun der Dominikanescher Republik
dominikanesch	ADJ	Dominican	of the Dominican Republic	op eiser Rees hu mir déi dominikanesch Kultur kenne geléiert 	DOMINIKANESCH1UNI1	a native or inhabitant of the Dominican Republic	0.6995077729225159	E Gebuertsdeeg oder Awunner vun der Dominikanescher Republik
donkel	ADJ	dark	of sombre colour	fir d'Feierlechkeeten hat ech en donkele Paltong un 	DONKEL1UNI1	(used of color) having a dark hue	0.6104722023010254	(d'Faarf benotzt) mat engem donkele Faarf
donneren	VRB	to thunder	thunder	et donnert an et blëtzt dobaussen 	DONNEREN1UNI1	be the case that thunder is being heard	0.6292979717254639	ass de Fall datt Donner héieren gëtt
donneren	VRB	to thunder	thunder	wéi de Jong mat där schlechter Zensur heemkomm ass, huet et gedonnert 	DONNEREN1UNI1_EGS	be the case that thunder is being heard	0.6292979717254639	ass de Fall datt Donner héieren gëtt
donneren	VRB	to thunder	to move noisily	de Camion ass duerch d'Duerf gedonnert 	DONNEREN2UNI1	move fast, noisily, and heavily	0.6627445816993713	bewegen sech séier, haart a schwéier
Doppelpunkt	SUBST	colon	punctuation mark	virun enger Opzielung steet dacks en Doppelpunkt 	DOPPELPUNKT1UNI1	a punctuation mark (:) used after a word introducing a series or an example or an explanation (or after the salutation of a business letter)	0.6697986721992493	e Punktualiséierungszeechen (:) benotzt no engem Wuert, dat eng Serie oder e Beispill oder eng Erklärung aféiert (oder no der Begréissung vun engem Geschäftsbréif)
dout maachen	VRB	to kill	to cause the death of	hien ass esou en duusse Kärel, e kann net emol eng Méck dout maachen 	DOUTMAACHEN1UNI1	cause to die; put to death, usually intentionally or knowingly	0.8040356636047363	Doud verursaachen; ëmbruecht ginn, normalerweis bewosst oder bewosst
Dram	SUBST	dream	during sleep	ech ka mech ëmmer u meng Dreem erënneren 	DRAM1UNI1	experience while sleeping	0.6545445322990417	Erfahrung beim Schlofen
Dram	SUBST	dream	during sleep	dat géif mir am Dram net afalen! 	DRAM1UNI1_EGS	experience while sleeping	0.6545445322990417	Erfahrung beim Schlofen
Dram	SUBST	dream	wish, ambition	et ass mäin Dram , eng Kéier eng Weltrees ze maachen! 	DRAM1UNI2	a cherished desire	0.6809433102607727	e geschätzte Wonsch
Drama	SUBST	drama	play for the theatre	dëst klassescht Drama spillt am anticke Griicheland 	DRAMA1UNI3	a dramatic work intended for performance by actors on a stage	0.698866069316864	Dramatesch Wierker, déi fir d'Acteuren op der Bühn geduecht sinn
Dramatik	SUBST	drama	literary genre	d'Dramatik ass niewent der Lyrik an der Epik eng vun den dräi grousse literaresche Gattungen 	DRAMATIK1UNI1	the literary genre of works intended for the theater	0.7081981301307678	literaresche Genre vu Wierker fir d'Theater
Dramaturgie	SUBST	dramaturgy	writing of dramatic pieces	dëse Film huet d'Dramaturgie vun engem pompösen Theaterstéck aus dem Barock 	DRAMATURGIE1UNI1	the art of writing and producing plays	0.7855616807937622	d'Konscht vum Schreiwen a produzéieren vun de Stécker
dréchen	ADJ	dry	free from moisture or liquid	esoubal de Fëscher doheem war, huet en dréchent Gezei ugedoen 	DRECHEN1UNI1	free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet	0.771446943283081	Fräi vu Flëssegkeet oder Feuchtigkeit; ouni natierlechen oder normale Feuchtigkeit oder ouni Waasser; oder net méi nass
dréchen	ADJ	dry	free from moisture or liquid	mir sinn nach dréchen doheem ukomm 	DRECHEN1UNI1_EGS	free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet	0.771446943283081	Fräi vu Flëssegkeet oder Feuchtigkeit; ouni natierlechen oder normale Feuchtigkeit oder ouni Waasser; oder net méi nass
dréchnen	VRB	to dry	to make dry	de Papp dréchent de Kanner de Kapp mam Fön 	DRECHNEN1UNI1	remove the moisture from and make dry	0.7976410388946533	d'Feucht ewechhuelen an dréchen maachen
dréchnen	VRB	to dry	to become dry	wann dompegt Wieder ass, dréchent d'Wäsch net 	DRECHNEN2UNI1	become dry or drier	0.7794826626777649	dréchen oder méi dréchen ginn
Dreck	SUBST	rubbish	waste	ech muss den Dreck nach erofbréngen 	DRECK1UNI3	worthless material that is to be disposed of	0.6189440488815308	wertlos Material dat ewechgeholl gëtt
dreckeg	ADJ	dirty	unclean	gehei deng dreckeg Wäsch an d'Maandel! 	DRECKEG1UNI1	vile; despicable	0.6373351216316223	si si schlechter, si si schlechter
dreckeg	ADJ	dirty	dishonest, unethical	eis Clique gouf an eng dreckeg Affär eragezunn 	DRECKEG1UNI3	unethical or dishonest	0.9217058420181274	onethesch oder onehrlech
dreckeg	ADJ	dirty	dishonest, unethical	mir geet et am Ament zimmlech dreckeg ! 	DRECKEG1UNI3_EGS	unethical or dishonest	0.9217058420181274	onethesch oder onehrlech
dreckeg	ADJ	dirty	obscene, lewd	de Wiert aus deem Café zielt gären dreckeg Witzen 	DRECKEG1UNI4	vile; despicable	0.6462947130203247	si si schlechter, si si schlechter
dreemen	VRB	to dream	during sleep	ech dreemen déi lescht Zäit ëmmer nees dat selwecht 	DREEMEN1UNI1	experience while sleeping	0.6545445322990417	Erfahrung beim Schlofen
Dréi	SUBST	shooting	process of filming	d'Stuntfra huet sech beim Dréi vun engem Actionfilm den Aarm gebrach 	DREI1UNI3	make a film or photograph of something	0.6334244608879089	e Film oder eng Foto vun eppes maachen
dréien	VRB	to turn	to rotate	ech kréien de Schlëssel net méi am Schlass gedréit 	DREIEN1UNI1	accomplish by rotating	0.754265308380127	duerch Rotatioun erreechen
dréien	VRB	to turn	to rotate	d'Äerdkugel dréit sech ëm hir eegen Achs 	DREIEN1UNI10	accomplish by rotating	0.754265308380127	duerch Rotatioun erreechen
dréien	VRB	to turn	to rotate	wat d'Loft méi bléist, wat d'Wandmille méi séier dréit 	DREIEN1UNI4	accomplish by rotating	0.754265308380127	duerch Rotatioun erreechen
dréien	VRB	to turn	to rotate	mir dréien am Krees 	DREIEN1UNI4_EGS	accomplish by rotating	0.754265308380127	duerch Rotatioun erreechen
dréien	VRB	to turn	to change direction	de Wand huet gedréit 	DREIEN1UNI7	a movement in a new direction	0.6929826140403748	eng Bewegung an eng nei Richtung
dréif	ADJ	cloudy	opaque, murky	nom ville Reen ass d'Baach ellen dréif 	DREIF1UNI1	(of liquids) clouded as with sediment	0.6354870796203613	(vun de Flëssegkeeten) déi wéi mat Sediment bewölkt sinn
